world_key,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E3:ring:p0.85:cv0.35:r28,threshold,37.88587045323077,1.05,1132816870,31,3.875,1,8,1,0.2131126570281108,True
E3:ring:p0.85:cv0.35:r28,partitioned,34.27769231482784,0.95,1132816870,25,3.125,1,-1,2,9.851659716123257e-16,False
E3:ring:p0.85:cv0.35:r29,complete,,,2717580005,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.35:r29,dense,63.03439930072254,2.0,2717580005,68,8.5,4,3,1,2.6116758418475485,True
E3:ring:p0.85:cv0.35:r29,medium,47.2757994755419,1.5,2717580005,42,5.25,2,4,1,0.6303420521138738,True
E3:ring:p0.85:cv0.35:r29,threshold,33.09305963287934,1.05,2717580005,32,4.0,2,9,1,0.057882039053658664,True
E3:ring:p0.85:cv0.35:r29,partitioned,29.941339667843206,0.95,2717580005,29,3.625,0,-1,4,8.563479093624533e-16,False
E3:ring:p0.85:cv0.65:r0,complete,,,3755635991,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r0,dense,95.1995672420029,2.0,3755635991,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r0,medium,71.39967543150217,1.5,3755635991,76,9.5,6,2,1,3.5627047342787987,True
E3:ring:p0.85:cv0.65:r0,threshold,49.97977280205152,1.05,3755635991,49,6.125,3,4,1,0.39222364311394375,True
E3:ring:p0.85:cv0.65:r0,partitioned,45.21979443995138,0.95,3755635991,45,5.625,3,-1,2,5.549765260621364e-15,False
E3:ring:p0.85:cv0.65:r1,complete,,,2309048032,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r1,dense,79.32963226062694,2.0,2309048032,90,11.25,8,2,1,6.303540909948616,True
E3:ring:p0.85:cv0.65:r1,medium,59.4972241954702,1.5,2309048032,55,6.875,4,3,1,1.6764661307084983,True
E3:ring:p0.85:cv0.65:r1,threshold,41.64805693682914,1.05,2309048032,36,4.5,3,7,1,0.26560878720326764,True
E3:ring:p0.85:cv0.65:r1,partitioned,37.681575323797794,0.95,2309048032,31,3.875,2,-1,2,1.0138730600467018e-15,False
E3:ring:p0.85:cv0.65:r2,complete,,,2021784484,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r2,dense,70.12876817508783,2.0,2021784484,85,10.625,5,2,1,4.448770001251978,True
E3:ring:p0.85:cv0.65:r2,medium,52.59657613131587,1.5,2021784484,59,7.375,3,4,1,1.2869198866752625,True
E3:ring:p0.85:cv0.65:r2,threshold,36.81760329192111,1.05,2021784484,37,4.625,1,6,1,0.3329108916046987,True
E3:ring:p0.85:cv0.65:r2,partitioned,33.31116488316672,0.95,2021784484,31,3.875,1,-1,2,-2.7876073943226517e-16,False
E3:ring:p0.85:cv0.65:r3,complete,,,361796297,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r3,dense,95.11007834369468,2.0,361796297,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r3,medium,71.33255875777101,1.5,361796297,78,9.75,4,2,1,1.8809079903727899,True
E3:ring:p0.85:cv0.65:r3,threshold,49.93279113043971,1.05,361796297,58,7.25,3,5,1,0.23128951998426928,True
E3:ring:p0.85:cv0.65:r3,partitioned,45.17728721325497,0.95,361796297,55,6.875,2,-1,2,1.831133109328368e-15,False
E3:ring:p0.85:cv0.65:r4,complete,,,2795710140,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r4,dense,89.78197721288029,2.0,2795710140,118,14.75,13,2,1,13.000000000000005,True
E3:ring:p0.85:cv0.65:r4,medium,67.33648290966022,1.5,2795710140,83,10.375,5,2,1,4.0949127247732875,True
E3:ring:p0.85:cv0.65:r4,threshold,47.135538036762156,1.05,2795710140,53,6.625,1,4,1,0.7309545146994642,True
E3:ring:p0.85:cv0.65:r4,partitioned,42.646439176118136,0.95,2795710140,45,5.625,0,-1,2,4.621593514640652e-16,False
E3:ring:p0.85:cv0.65:r5,complete,,,1619761599,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r5,dense,74.59544725735472,2.0,1619761599,80,10.0,7,2,1,4.134492989286876,True
E3:ring:p0.85:cv0.65:r5,medium,55.94658544301604,1.5,1619761599,51,6.375,4,3,1,0.9488020580252832,True
E3:ring:p0.85:cv0.65:r5,threshold,39.16260981011123,1.05,1619761599,35,4.375,2,6,1,0.1050637568907363,True
E3:ring:p0.85:cv0.65:r5,partitioned,35.43283744724349,0.95,1619761599,31,3.875,1,-1,2,-5.717378019359679e-16,False
E3:ring:p0.85:cv0.65:r6,complete,,,2212901297,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r6,dense,84.18186588533233,2.0,2212901297,113,14.125,11,2,1,10.835752061539791,True
E3:ring:p0.85:cv0.65:r6,medium,63.13639941399924,1.5,2212901297,62,7.75,6,3,1,2.218531031801258,True
E3:ring:p0.85:cv0.65:r6,threshold,44.195479589799476,1.05,2212901297,43,5.375,2,6,1,0.1726711890012784,True
E3:ring:p0.85:cv0.65:r6,partitioned,39.98638629553285,0.95,2212901297,39,4.875,2,-1,2,-6.804285661814231e-16,False
E3:ring:p0.85:cv0.65:r7,complete,,,677078257,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r7,dense,70.47067966919892,2.0,677078257,73,9.125,3,3,1,1.8991728988614778,True
E3:ring:p0.85:cv0.65:r7,medium,52.85300975189919,1.5,677078257,52,6.5,3,5,1,0.37954366728024375,True
E3:ring:p0.85:cv0.65:r7,threshold,36.997106826329436,1.05,677078257,40,5.0,2,6,1,0.19214753421726266,True
E3:ring:p0.85:cv0.65:r7,partitioned,33.47357284286948,0.95,677078257,34,4.25,1,-1,2,8.384491813841616e-16,False
E3:ring:p0.85:cv0.65:r8,complete,,,160134201,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r8,dense,61.92864138877285,2.0,160134201,61,7.625,6,3,1,1.3483219652263065,True
E3:ring:p0.85:cv0.65:r8,medium,46.44648104157964,1.5,160134201,48,6.0,3,4,1,0.6304351893801639,True
E3:ring:p0.85:cv0.65:r8,threshold,32.51253672910575,1.05,160134201,31,3.875,1,8,1,0.10049924700879688,True
E3:ring:p0.85:cv0.65:r8,partitioned,29.416104659667102,0.95,160134201,28,3.5,0,-1,3,0.0,False
E3:ring:p0.85:cv0.65:r9,complete,,,2305683766,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r9,dense,110.88292866717143,2.0,2305683766,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r9,medium,83.16219650037857,1.5,2305683766,112,14.0,11,2,1,10.31866935639502,True
E3:ring:p0.85:cv0.65:r9,threshold,58.213537550265,1.05,2305683766,65,8.125,4,4,1,0.7723393455733891,True
E3:ring:p0.85:cv0.65:r9,partitioned,52.669391116906425,0.95,2305683766,57,7.125,4,-1,2,6.248943553516108e-16,False
E3:ring:p0.85:cv0.65:r10,complete,,,1116359785,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r10,dense,66.4427435254071,2.0,1116359785,71,8.875,4,3,1,2.2786347114828134,True
E3:ring:p0.85:cv0.65:r10,medium,49.832057644055325,1.5,1116359785,53,6.625,3,4,1,0.4970028130440451,True
E3:ring:p0.85:cv0.65:r10,threshold,34.88244035083873,1.05,1116359785,37,4.625,2,8,1,0.13782546908560186,True
E3:ring:p0.85:cv0.65:r10,partitioned,31.560303174568368,0.95,1116359785,34,4.25,1,-1,2,1.4078236020073554e-15,False
E3:ring:p0.85:cv0.65:r11,complete,,,2149277574,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r11,dense,70.45400461354893,2.0,2149277574,84,10.5,6,2,1,4.747715988563229,True
E3:ring:p0.85:cv0.65:r11,medium,52.8405034601617,1.5,2149277574,57,7.125,2,3,1,1.2017988097494152,True
E3:ring:p0.85:cv0.65:r11,threshold,36.98835242211319,1.05,2149277574,39,4.875,2,6,1,0.21533363836661362,True
E3:ring:p0.85:cv0.65:r11,partitioned,33.465652191435744,0.95,2149277574,34,4.25,1,-1,2,1.6832586954877738e-16,False
E3:ring:p0.85:cv0.65:r12,complete,,,942364775,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r12,dense,78.40468585041866,2.0,942364775,101,12.625,11,2,1,9.59059352926029,True
E3:ring:p0.85:cv0.65:r12,medium,58.80351438781399,1.5,942364775,60,7.5,5,3,1,1.9062275936404804,True
E3:ring:p0.85:cv0.65:r12,threshold,41.162460071469795,1.05,942364775,34,4.25,2,7,1,0.21548751378819758,True
E3:ring:p0.85:cv0.65:r12,partitioned,37.242225778948864,0.95,942364775,29,3.625,2,-1,2,3.524861351150512e-15,False
E3:ring:p0.85:cv0.65:r13,complete,,,2926958741,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r13,dense,58.52372262332714,2.0,2926958741,61,7.625,4,3,1,2.5996908784812036,True
E3:ring:p0.85:cv0.65:r13,medium,43.892791967495356,1.5,2926958741,39,4.875,2,4,1,0.6717895680811038,True
E3:ring:p0.85:cv0.65:r13,threshold,30.72495437724675,1.05,2926958741,24,3.0,1,10,1,0.0881451651380468,True
E3:ring:p0.85:cv0.65:r13,partitioned,27.79876824608039,0.95,2926958741,21,2.625,1,-1,2,6.95721192292927e-16,False
E3:ring:p0.85:cv0.65:r14,complete,,,681246371,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r14,dense,96.97436087434382,2.0,681246371,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r14,medium,72.73077065575787,1.5,681246371,91,11.375,8,2,1,6.6920720805769465,True
E3:ring:p0.85:cv0.65:r14,threshold,50.91153945903051,1.05,681246371,42,5.25,3,5,1,0.21560767662118144,True
E3:ring:p0.85:cv0.65:r14,partitioned,46.06282141531331,0.95,681246371,37,4.625,3,-1,2,5.182797586649897e-16,False
E3:ring:p0.85:cv0.65:r15,complete,,,1318629106,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r15,dense,51.10642119038019,2.0,1318629106,48,6.0,3,3,1,1.040076619669812,True
E3:ring:p0.85:cv0.65:r15,medium,38.32981589278514,1.5,1318629106,36,4.5,1,7,1,0.29157110567336486,True
E3:ring:p0.85:cv0.65:r15,threshold,26.8308711249496,1.05,1318629106,21,2.625,1,11,1,0.06792219035464118,True
E3:ring:p0.85:cv0.65:r15,partitioned,24.27555006543059,0.95,1318629106,19,2.375,0,-1,3,-9.860590465626239e-17,False
E3:ring:p0.85:cv0.65:r16,complete,,,1120665221,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r16,dense,63.25480186888255,2.0,1120665221,70,8.75,5,2,1,1.9958304780104903,True
E3:ring:p0.85:cv0.65:r16,medium,47.44110140166191,1.5,1120665221,48,6.0,2,6,1,0.20095910833509315,True
E3:ring:p0.85:cv0.65:r16,threshold,33.20877098116334,1.05,1120665221,37,4.625,1,8,1,0.12165208718724257,True
E3:ring:p0.85:cv0.65:r16,partitioned,30.046030887719212,0.95,1120665221,33,4.125,0,-1,2,-4.80258377932883e-16,False
E3:ring:p0.85:cv0.65:r17,complete,,,2490398258,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r17,dense,79.43214625282708,2.0,2490398258,91,11.375,8,2,1,6.14750797294963,True
E3:ring:p0.85:cv0.65:r17,medium,59.574109689620315,1.5,2490398258,59,7.375,5,3,1,2.0367895671096625,True
E3:ring:p0.85:cv0.65:r17,threshold,41.70187678273422,1.05,2490398258,33,4.125,2,5,1,0.34202389698471003,True
E3:ring:p0.85:cv0.65:r17,partitioned,37.730269470092864,0.95,2490398258,29,3.625,1,-1,2,1.7983432912260056e-15,False
E3:ring:p0.85:cv0.65:r18,complete,,,3330118351,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r18,dense,59.30713827270528,2.0,3330118351,58,7.25,6,3,1,1.9288223255184593,True
E3:ring:p0.85:cv0.65:r18,medium,44.48035370452896,1.5,3330118351,39,4.875,3,5,1,0.34469306391244253,True
E3:ring:p0.85:cv0.65:r18,threshold,31.136247593170275,1.05,3330118351,26,3.25,1,9,1,0.09257680256023734,True
E3:ring:p0.85:cv0.65:r18,partitioned,28.170890679535006,0.95,3330118351,22,2.75,1,-1,3,2.543828351052585e-16,False
E3:ring:p0.85:cv0.65:r19,complete,,,3463542829,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r19,dense,68.84457927927826,2.0,3463542829,70,8.75,6,3,1,3.209807199099276,True
E3:ring:p0.85:cv0.65:r19,medium,51.6334344594587,1.5,3463542829,46,5.75,3,4,1,0.8396184051068848,True
E3:ring:p0.85:cv0.65:r19,threshold,36.14340412162109,1.05,3463542829,29,3.625,1,9,1,0.13007173584519321,True
E3:ring:p0.85:cv0.65:r19,partitioned,32.701175157657175,0.95,3463542829,27,3.375,1,-1,2,2.3136906623986e-15,False
E3:ring:p0.85:cv0.65:r20,complete,,,3660802728,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r20,dense,100.76157758356996,2.0,3660802728,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r20,medium,75.57118318767746,1.5,3660802728,94,11.75,8,2,1,6.9056418024914485,True
E3:ring:p0.85:cv0.65:r20,threshold,52.89982823137423,1.05,3660802728,61,7.625,1,4,1,0.8588864549996575,True
E3:ring:p0.85:cv0.65:r20,partitioned,47.86174935219573,0.95,3660802728,51,6.375,0,-1,2,-4.7376201738797185e-17,False
E3:ring:p0.85:cv0.65:r21,complete,,,1468200610,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r21,dense,73.22272625131814,2.0,1468200610,87,10.875,8,2,1,6.537244931415062,True
E3:ring:p0.85:cv0.65:r21,medium,54.9170446884886,1.5,1468200610,57,7.125,4,3,1,1.981203990104953,True
E3:ring:p0.85:cv0.65:r21,threshold,38.441931281942026,1.05,1468200610,33,4.125,2,5,1,0.2918191263806401,True
E3:ring:p0.85:cv0.65:r21,partitioned,34.78079496937611,0.95,1468200610,27,3.375,1,-1,2,2.0379951919382207e-15,False
E3:ring:p0.85:cv0.65:r22,complete,,,4233116431,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r22,dense,61.154405585784424,2.0,4233116431,71,8.875,5,3,1,2.091675951636874,True
E3:ring:p0.85:cv0.65:r22,medium,45.86580418933832,1.5,4233116431,56,7.0,4,4,1,0.637214395206327,True
E3:ring:p0.85:cv0.65:r22,threshold,32.10606293253682,1.05,4233116431,41,5.125,2,7,1,0.14838088636824592,True
E3:ring:p0.85:cv0.65:r22,partitioned,29.0483426532476,0.95,4233116431,33,4.125,0,-1,2,1.6594559831638784e-15,False
E3:ring:p0.85:cv0.65:r23,complete,,,1159014008,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r23,dense,98.39425915120646,2.0,1159014008,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r23,medium,73.79569436340483,1.5,1159014008,84,10.5,7,2,1,4.810002064630526,True
E3:ring:p0.85:cv0.65:r23,threshold,51.65698605438339,1.05,1159014008,49,6.125,4,4,1,0.3672106935919289,True
E3:ring:p0.85:cv0.65:r23,partitioned,46.73727309682307,0.95,1159014008,43,5.375,3,-1,2,2.9092404982934385e-15,False
E3:ring:p0.85:cv0.65:r24,complete,,,2825792152,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r24,dense,69.21873917017695,2.0,2825792152,69,8.625,6,2,1,3.479383195681562,True
E3:ring:p0.85:cv0.65:r24,medium,51.91405437763271,1.5,2825792152,44,5.5,4,4,1,0.9990459790361599,True
E3:ring:p0.85:cv0.65:r24,threshold,36.3398380643429,1.05,2825792152,26,3.25,2,8,1,0.10107661903960105,True
E3:ring:p0.85:cv0.65:r24,partitioned,32.878901105834046,0.95,2825792152,22,2.75,0,-1,3,5.551582884718193e-16,False
E3:ring:p0.85:cv0.65:r25,complete,,,1293144980,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r25,dense,74.76877108241959,2.0,1293144980,86,10.75,9,2,1,6.451492387179009,True
E3:ring:p0.85:cv0.65:r25,medium,56.07657831181469,1.5,1293144980,53,6.625,5,3,1,1.600332948873754,True
E3:ring:p0.85:cv0.65:r25,threshold,39.25360481827029,1.05,1293144980,31,3.875,2,7,1,0.12911991555488161,True
E3:ring:p0.85:cv0.65:r25,partitioned,35.5151662641493,0.95,1293144980,26,3.25,1,-1,2,1.6921580487800694e-15,False
E3:ring:p0.85:cv0.65:r26,complete,,,3787969673,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r26,dense,69.03966453381095,2.0,3787969673,78,9.75,7,2,1,3.8446510036104757,True
E3:ring:p0.85:cv0.65:r26,medium,51.779748400358216,1.5,3787969673,58,7.25,2,5,1,0.9916876161165704,True
E3:ring:p0.85:cv0.65:r26,threshold,36.24582388025075,1.05,3787969673,32,4.0,2,7,1,0.15934801377391172,True
E3:ring:p0.85:cv0.65:r26,partitioned,32.7938406535602,0.95,3787969673,29,3.625,2,-1,3,-7.27243902541559e-17,False
E3:ring:p0.85:cv0.65:r27,complete,,,585201867,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r27,dense,75.3391928148531,2.0,585201867,88,11.0,8,2,1,5.609446552428569,True
E3:ring:p0.85:cv0.65:r27,medium,56.50439461113983,1.5,585201867,53,6.625,4,3,1,0.9733575312724351,True
E3:ring:p0.85:cv0.65:r27,threshold,39.55307622779788,1.05,585201867,36,4.5,2,7,1,0.1251256419801789,True
E3:ring:p0.85:cv0.65:r27,partitioned,35.786116587055226,0.95,585201867,31,3.875,2,-1,2,3.284669162458275e-16,False
E3:ring:p0.85:cv0.65:r28,complete,,,1132816870,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r28,dense,72.16356276805861,2.0,1132816870,80,10.0,6,2,1,5.131555460191169,True
E3:ring:p0.85:cv0.65:r28,medium,54.122672076043955,1.5,1132816870,49,6.125,4,3,1,1.1782135294756324,True
E3:ring:p0.85:cv0.65:r28,threshold,37.88587045323077,1.05,1132816870,31,3.875,1,8,1,0.2131126570281108,True
E3:ring:p0.85:cv0.65:r28,partitioned,34.27769231482784,0.95,1132816870,25,3.125,1,-1,2,9.851659716123257e-16,False
E3:ring:p0.85:cv0.65:r29,complete,,,2717580005,120,15.0,15,1,1,15.999999999999972,True
E3:ring:p0.85:cv0.65:r29,dense,63.03439930072254,2.0,2717580005,68,8.5,4,3,1,2.6116758418475485,True
E3:ring:p0.85:cv0.65:r29,medium,47.2757994755419,1.5,2717580005,42,5.25,2,4,1,0.6303420521138738,True
E3:ring:p0.85:cv0.65:r29,threshold,33.09305963287934,1.05,2717580005,32,4.0,2,9,1,0.057882039053658664,True
E3:ring:p0.85:cv0.65:r29,partitioned,29.941339667843206,0.95,2717580005,29,3.625,0,-1,4,8.563479093624533e-16,False
E3:corridor:p0.85:cv0.35:r0,complete,,,3393054003,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r0,dense,42.91627349584706,2.0,3393054003,73,9.125,6,3,1,2.5552868884477036,True
E3:corridor:p0.85:cv0.35:r0,medium,32.18720512188529,1.5,3393054003,57,7.125,4,4,1,0.7770121231308147,True
E3:corridor:p0.85:cv0.35:r0,threshold,22.531043585319708,1.05,3393054003,42,5.25,1,6,1,0.16841334443379496,True
E3:corridor:p0.85:cv0.35:r0,partitioned,20.38522991052735,0.95,3393054003,39,4.875,0,-1,2,2.9817425689527865e-15,False
E3:corridor:p0.85:cv0.35:r1,complete,,,574030338,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r1,dense,59.67678620548442,2.0,574030338,114,14.25,12,2,1,11.18639349735167,True
E3:corridor:p0.85:cv0.35:r1,medium,44.75758965411332,1.5,574030338,89,11.125,5,2,1,3.858527807420961,True
E3:corridor:p0.85:cv0.35:r1,threshold,31.33031275787932,1.05,574030338,69,8.625,4,3,1,0.8044415760644206,True
E3:corridor:p0.85:cv0.35:r1,partitioned,28.3464734476051,0.95,574030338,64,8.0,4,-1,2,-8.881784197001252e-16,False
E3:corridor:p0.85:cv0.35:r2,complete,,,2931171885,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r2,dense,42.787278704950594,2.0,2931171885,83,10.375,7,3,1,3.812268385018786,True
E3:corridor:p0.85:cv0.35:r2,medium,32.09045902871294,1.5,2931171885,68,8.5,5,3,1,1.8892522477407774,True
E3:corridor:p0.85:cv0.35:r2,threshold,22.463321320099062,1.05,2931171885,40,5.0,1,7,1,0.27711093537779374,True
E3:corridor:p0.85:cv0.35:r2,partitioned,20.323957384851532,0.95,2931171885,36,4.5,1,-1,2,0.0,False
E3:corridor:p0.85:cv0.35:r3,complete,,,281592279,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r3,dense,49.141885877999236,2.0,281592279,96,12.0,9,2,1,6.276049634355782,True
E3:corridor:p0.85:cv0.35:r3,medium,36.856414408499425,1.5,281592279,60,7.5,3,3,1,1.411731385899746,True
E3:corridor:p0.85:cv0.35:r3,threshold,25.7994900859496,1.05,281592279,43,5.375,2,6,1,0.26251763615074075,True
E3:corridor:p0.85:cv0.35:r3,partitioned,23.342395792049636,0.95,281592279,42,5.25,2,-1,2,-5.084834792430699e-16,False
E3:corridor:p0.85:cv0.35:r4,complete,,,2591233773,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r4,dense,41.845778622623655,2.0,2591233773,87,10.875,5,3,1,3.926307664736269,True
E3:corridor:p0.85:cv0.35:r4,medium,31.38433396696774,1.5,2591233773,65,8.125,2,4,1,0.7109941681810137,True
E3:corridor:p0.85:cv0.35:r4,threshold,21.96903377687742,1.05,2591233773,44,5.5,2,6,1,0.27704335627805776,True
E3:corridor:p0.85:cv0.35:r4,partitioned,19.876744845746234,0.95,2591233773,41,5.125,1,-1,2,-3.5179649991723405e-16,False
E3:corridor:p0.85:cv0.35:r5,complete,,,837182734,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r5,dense,48.36737939037498,2.0,837182734,84,10.5,5,3,1,3.63861064551514,True
E3:corridor:p0.85:cv0.35:r5,medium,36.27553454278123,1.5,837182734,68,8.5,5,3,1,1.3706272611910735,True
E3:corridor:p0.85:cv0.35:r5,threshold,25.392874179946865,1.05,837182734,59,7.375,4,5,1,0.2060295462973566,True
E3:corridor:p0.85:cv0.35:r5,partitioned,22.974505210428113,0.95,837182734,55,6.875,3,-1,2,2.604897690829042e-15,False
E3:corridor:p0.85:cv0.35:r6,complete,,,1589563386,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r6,dense,36.847512450764924,2.0,1589563386,66,8.25,5,3,1,1.5435594989803028,True
E3:corridor:p0.85:cv0.35:r6,medium,27.635634338073693,1.5,1589563386,55,6.875,4,4,1,0.5831514001818681,True
E3:corridor:p0.85:cv0.35:r6,threshold,19.344944036651587,1.05,1589563386,42,5.25,3,6,1,0.14194569997558665,True
E3:corridor:p0.85:cv0.35:r6,partitioned,17.502568414113338,0.95,1589563386,36,4.5,1,-1,2,1.720997300357069e-15,False
E3:corridor:p0.85:cv0.35:r7,complete,,,6355073,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r7,dense,31.79140301328061,2.0,6355073,59,7.375,5,4,1,1.252365842406093,True
E3:corridor:p0.85:cv0.35:r7,medium,23.843552259960457,1.5,6355073,43,5.375,3,6,1,0.44025860514207205,True
E3:corridor:p0.85:cv0.35:r7,threshold,16.690486581972323,1.05,6355073,27,3.375,1,9,1,0.10188049396852021,True
E3:corridor:p0.85:cv0.35:r7,partitioned,15.10091643130829,0.95,6355073,22,2.75,1,-1,2,-1.6360076841846345e-16,False
E3:corridor:p0.85:cv0.35:r8,complete,,,2782304610,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r8,dense,35.791308060186275,2.0,2782304610,79,9.875,3,3,1,1.9127955300754775,True
E3:corridor:p0.85:cv0.35:r8,medium,26.843481045139704,1.5,2782304610,63,7.875,1,5,1,0.5764146132407552,True
E3:corridor:p0.85:cv0.35:r8,threshold,18.790436731597794,1.05,2782304610,43,5.375,1,7,1,0.1843928261190098,True
E3:corridor:p0.85:cv0.35:r8,partitioned,17.00087132858848,0.95,2782304610,36,4.5,1,-1,3,-1.0842572621957954e-15,False
E3:corridor:p0.85:cv0.35:r9,complete,,,637576794,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r9,dense,25.854459856005967,2.0,637576794,59,7.375,4,4,1,1.1982334294163384,True
E3:corridor:p0.85:cv0.35:r9,medium,19.390844892004473,1.5,637576794,43,5.375,1,6,1,0.4181435667062083,True
E3:corridor:p0.85:cv0.35:r9,threshold,13.573591424403133,1.05,637576794,31,3.875,1,8,1,0.11914084411515088,True
E3:corridor:p0.85:cv0.35:r9,partitioned,12.280868431602833,0.95,637576794,23,2.875,0,-1,2,-6.163180682192189e-16,False
E3:corridor:p0.85:cv0.35:r10,complete,,,1350338648,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r10,dense,49.704871901489796,2.0,1350338648,88,11.0,8,2,1,4.75866905333696,True
E3:corridor:p0.85:cv0.35:r10,medium,37.27865392611734,1.5,1350338648,64,8.0,4,4,1,1.5734105500322884,True
E3:corridor:p0.85:cv0.35:r10,threshold,26.095057748282144,1.05,1350338648,42,5.25,4,5,1,0.19876955823255785,True
E3:corridor:p0.85:cv0.35:r10,partitioned,23.60981415320765,0.95,1350338648,38,4.75,3,-1,2,1.4544378330414694e-15,False
E3:corridor:p0.85:cv0.35:r11,complete,,,616785869,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r11,dense,44.976990421105036,2.0,616785869,87,10.875,7,3,1,4.18492709363267,True
E3:corridor:p0.85:cv0.35:r11,medium,33.73274281582878,1.5,616785869,62,7.75,6,3,1,0.9850255952302712,True
E3:corridor:p0.85:cv0.35:r11,threshold,23.612919971080146,1.05,616785869,49,6.125,3,5,1,0.1849718493132862,True
E3:corridor:p0.85:cv0.35:r11,partitioned,21.36407045002489,0.95,616785869,41,5.125,1,-1,2,6.647774745944116e-16,False
E3:corridor:p0.85:cv0.35:r12,complete,,,859758026,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r12,dense,33.863470043441616,2.0,859758026,58,7.25,5,3,1,0.9761965538965948,True
E3:corridor:p0.85:cv0.35:r12,medium,25.39760253258121,1.5,859758026,52,6.5,5,4,1,0.7061648975553468,True
E3:corridor:p0.85:cv0.35:r12,threshold,17.778321772806848,1.05,859758026,28,3.5,2,7,1,0.10114347350338045,True
E3:corridor:p0.85:cv0.35:r12,partitioned,16.085148270634768,0.95,859758026,24,3.0,2,-1,2,0.0,False
E3:corridor:p0.85:cv0.35:r13,complete,,,3682372867,120,15.0,15,1,1,15.999999999999972,True
E3:corridor:p0.85:cv0.35:r13,dense,36.42027363739285,2.0,3682372867,71,8.875,3,3,1,0.949000295747836,True
E3:corridor:p0.85:cv0.35:r13,medium,27.31520522804464,1.5,3682372867,59,7.375,2,5,1,0.3541396421098029,True
