candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw
C40F0BF6D92CE,Tension-Based Reconfigurable Multi-Agent Formation for Aerial Load Transportation,,tension based reconfigurable multi agent formation for aerial load transportation,"Pacheco Bacheti, Vinicius; Villa, Daniel K. D.; Lozano, Rogelio; Sarcinelli-Filho, Mario; Castillo, Pedro",,,2025,,IEEE ACCESS,,10.1109/access.2025.3584623,,10.1109/access.2025.3584623,"This paper proposes a trajectory tracking controller for a cable-suspended load transported by n uncrewed aerial vehicles (UAVs) based on Euler angle states. This is accomplished using the resultant tension on the load as a virtual input and then distributing it to each vehicle, for which low-level controllers generate the correct thrust and torque values. Furthermore, a leader-follower-based control is proposed to safely change the number of agents carrying the load. Numerical simulations are presented to validate the controllers. Finally, experiments demonstrate that the proposed method effectively enables the load to perform as expected and allows for the configuration of the formation to be changed without significantly impacting the load navigation.",Article,wos:WOS:001525527900046,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001525527900046,1,wos,2026-09-13T22:39:35.967710+00:00,unique,unique,,,
C56290C1C79FB,A heterogeneous task allocation method for multi-robot processing systems with spatial-process hybrid constraints,,a heterogeneous task allocation method for multi robot processing systems with spatial process hybrid constraints,"Li, Te; Li, Yu; Zhang, Tianyi; Liu, Haibo; Wang, Yongqing",,,2026,,ROBOTICS AND AUTONOMOUS SYSTEMS,,10.1016/j.robot.2026.105613,,10.1016/j.robot.2026.105613,"Multi-robot processing systems demonstrate promising applications in the processing and assembly of large structural components within aerospace and other industries. In large-scale manufacturing scenarios with complex machining constraints, the problem of multi-robot heterogeneous task allocation faces challenges of low computational efficiency and local optima. This paper proposes spatial-process hybrid constraints driven learning-optimization coupling framework. A heterogeneous graph attention network embedded with dynamic capability masks is designed. Through self-supervised learning of small-sample optimal solutions, high-dimensional topological features are extracted. This prior knowledge is then generalized and transferred to large-scale scenarios, providing high-quality probabilistic distributions for warm-starting the optimization process and overcoming initialization blindness. A Hilbert curve-based spatial regularization strategy guides the optimizer to perform ordered clustering searches within continuous probability spaces, significantly reducing non-processing idle time while strictly satisfying heterogeneous task constraints. Experiments demonstrate that this method approximates exact solutions with <0.7% deviation at small scales. In large-scale industrial scenarios (N=150), its solution quality surpasses standard algorithms by over 20%, while exhibiting robust stability and scalability.",Article,wos:WOS:001820537900001,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001820537900001,0,wos,2026-09-13T22:39:35.959000+00:00,unique,unique,,,
C5C227E8B1C7F,A Proactive Fault-Recovery Framework for Multi-Robot Task Allocation Using Successor Pre-Assignment,A Proactive Fault-Recovery Framework for Multi-Robot Task Allocation Using Successor Pre-Assignment,a proactive fault recovery framework for multi robot task allocation using successor pre assignment,Dong Hu; Jing Ma,Dong Hu; Jing Ma,dong hu; jing ma,2026,2026,2026 29th International Conference on Computer Supported Cooperative Work in Design (CSCWD),2026 29th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/cscwd68734.2026.11582118,10.1109/cscwd68734.2026.11582118,10.1109/cscwd68734.2026.11582118,,proceedings-article,crossref:10.1109/cscwd68734.2026.11582118,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.852737+00:00,unique,unique,,,
C0B48E7239D93,A Survey of Hybrid Energy-Aware and Decentralized Game-Theoretic Approaches in Intelligent Multi-Robot Task Allocation,,a survey of hybrid energy aware and decentralized game theoretic approaches in intelligent multi robot task allocation,"Hamidoglu, Ali; Elghirani, Ali; Gul, Omer Melih; Kadry, Seifedine",,,2026,,CMC-COMPUTERS MATERIALS & CONTINUA,,10.32604/cmc.2026.077060,,10.32604/cmc.2026.077060,"Multi-Robot Task Allocation (MRTA) has proven its importance in the current and near-future era, wherein in every aspect of life, there will be robots to handle tasks effectively and efficiently. While there has been a growing interest in MRTA problems in the robotics industry, the question arises of how to make robots more decentralized and intelligent through rational decision-makers rather than ones that are centralized and filled with black boxes. This survey aims to address that question by examining recent MRTA literature and exploring topics including MRTA taxonomy, centralized and decentralized controls, static and dynamic allocation strategies, heterogeneity and coalition formations, energy harvesting, game theory, and hybrid MRTA strategies for intelligent task management and decision-making. The main motivation of this survey is to establish a unique understanding of intelligent MRTA by comparing the existing literature through diverse MRTA perspectives. In this regard, we perform a comprehensive analysis of the recent MRTA papers and provide relative discussions in each section. With this survey, we try to pose several open problems and research directions regarding how MRTA evolves when there is a limited energy source or harvesting, how decentralized MRTA mechanisms are involved in robot intelligent decision-making, and how hybrid, learning-based game-theoretical models ease MRTA problems in real-time and on a large scale. Furthermore, this survey also aims to examine the possibility of integrating game theory-based MRTA methodologies including Nash, Stackelberg, and coalition games with hybrid multi-objective optimization methods. Based on the steps taken, this study collects various pieces of information from the literature to form a cohesive MRTA survey. Hence, the shortcomings of existing methods can be identified so that potential research directions can be outlined, particularly research related to energy-efficient, decentralized autonomous MRTA using game theory concepts.",Review,wos:WOS:001745397300001,wos,wos:F03_primary_wos_plaintext_full_record_cited_references.txt,F03_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001745397300001,0,wos,2026-09-13T22:39:35.961471+00:00,unique,unique,,,
CFF94AB8DA748,Collaborative Task Allocation for Heterogeneous Multi-Robot Systems Through Iterative Clustering,,collaborative task allocation for heterogeneous multi robot systems through iterative clustering,"Martin, David R.; Butler, Brooks A.; Nivison, Scott; Egerstedt, Magnus; Al Faruque, Mohammad Abdullah; Khargonekar, Pramod",,,2026,,IEEE ROBOTICS AND AUTOMATION LETTERS,,10.1109/lra.2025.3632086,,10.1109/lra.2025.3632086,"Multi-robot systems face the challenge of efficiently allocating teams of heterogeneous robots to tasks. The task allocation problem is complicated by collaborative interactions between robots where teams of robots develop emergent capabilities that enable them to complete tasks that would be inefficient or impossible for individual robots. To address these challenges, we present an iterative clustering algorithm for collaborative task allocation in heterogeneous multi-robot systems. This approach partitions the computationally intractable global optimization problem into smaller, tractable subproblems by iteratively forming clusters of robots and tasks, then optimizing assignments within each cluster. By ensuring robots remain clustered with their currently assigned tasks, we guarantee monotonic improvement in overall utility with each iteration. We analyze the convergence of the algorithm and characterize how cluster size constraints determine which suboptimal assignments could trap the algorithm. In simulation, iterative clustering consistently outperforms simulated annealing, and a group-based auction in both computation time and solution quality, and outperforms a hedonic game approach in solution quality.",Article,wos:WOS:001618902900018,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001618902900018,2,wos,2026-09-13T22:39:35.958600+00:00,unique,unique,,,
C6EE9F42C00D2,Control Strategies for Multi-Mobile Robot Systems in Rigid Material Transport: A Structured Narrative Review,,control strategies for multi mobile robot systems in rigid material transport a structured narrative review,"Agung, Hendi Wicaksono",,,2026,,DEFENCE SCIENCE JOURNAL,,10.14429/dsj.21459,,10.14429/dsj.21459,"This paper presents a structured narrative review of control strategies for multi-mobile robot systems (MMRS) applied to rigid material transport in Industry 4.0 industrial environments. The review covers publications from 2015 to 2023, with 51 sources examined across three thematic categories: mobile robot platform configurations for on-top transport, formation-based coordination and control methods, and IoT/Internet of Robotic Things (IoRT) as enabling infrastructure. The reviewed literature is organised around four main control strategy classes: virtual-structure approaches, leader-follower schemes, consensus-based decentralised control, and learning-based approaches. Each class presents different trade-offs in formation rigidity, communication dependence, scalability, and robustness. The review identifies that rigid material transport constitutes a payload-coupled control problem distinct from general multi-robot navigation, requiring explicit treatment of load stability, wheel slip, nonholonomic motion constraints, and communication latency. Virtual-structure methods currently offer the strongest formation stability guarantees for structured environments, while learning-based decentralised methods provide greater adaptability under uncertainty. IoT/IoRT technologies, particularly UWB localisation and low-latency communication protocols are identified as enabling infrastructure that supports coordination precision rather than as standalone control methods. Future MMRS research should strengthen links between transport control design, payload-aware stability analysis, fault-tolerant coordination, and secure connectivity for both industrial and defence logistics applications.",Review,wos:WOS:001806316400005,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001806316400005,0,wos,2026-09-13T22:39:35.967531+00:00,unique,unique,,,
C907A7432895D,Cooperative Control of Multirotor AAVs With Disturbance Rejection Capabilities for Load Transportation,,cooperative control of multirotor aavs with disturbance rejection capabilities for load transportation,"Mendoza-Robles, Natalio; Namigtle-Jimenez, Alfredo; Susbielle, Pierre; Marchand, Nicolas; Durand, Sylvain; Enriquez-Caldera, Rogerio; Brinon-Arranz, Lara; Guerrero-Castellanos, Jose Fermi",,,2026,,IEEE ACCESS,,10.1109/access.2026.3685640,,10.1109/access.2026.3685640,"Autonomous Aerial Vehicles (AAVs) are key tools in disaster response because they are capable of operating in difficult-to-access environments and providing real-time information. Their applications include search and rescue missions, surveillance, monitoring inaccessible areas, and delivering supplies to difficult-to-reach locations. Moreover, tasks involving the transport of heavy or bulky loads are beyond the normal capabilities of a single AAV. Collaborative transportation using multiple drones has been proposed as an effective and practical solution. This work focuses on the joint transport of a load supported by cables by a group of AAVs, which requires precise waypoint ranges and force coordination to maintain stability. Here, a non-linear collaborative control strategy is proposed involving three essential components: a real-time estimator for cable forces and directions, speed controllers for each drone, and a formation/coordination controller for the entire group of AAVs. The purpose is to allow the entire system to reject load-generated disturbances and share the load-carrying effort. The closed-loop convergence of this system is theoretically demonstrated. Furthermore, the paper presents the experimental platform developed during this work to monitor, control, and analyze the performance of a set of AAVs, thereby allowing us to validate our proposed strategy in real experiments.",Article,wos:WOS:001763003100024,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001763003100024,0,wos,2026-09-13T22:39:35.967744+00:00,unique,unique,,,
C8195CBC30FE2,Cooperative Object Transport and Assembly: Pose/Force Control by Visual-Tactile Feedback,Cooperative Object Transport and Assembly: Pose/Force Control by Visual-Tactile Feedback,cooperative object transport and assembly pose force control by visual tactile feedback,Marco De Simone; Marco Costanzo; Giuseppe De Maria; Ciro Natale,Marco De Simone; Marco Costanzo; Giuseppe De Maria; Ciro Natale,marco de simone; marco costanzo; giuseppe de maria; ciro natale,2026,2026,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,10.1109/lra.2026.3665445,10.1109/lra.2026.3665445,10.1109/lra.2026.3665445,,journal-article,crossref:10.1109/lra.2026.3665445,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.823963+00:00,unique,unique,,,
C12B4ECA22A84,DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams,DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams,dc ada reward only decentralized sensor adaptation for heterogeneous multi robot teams,Saad Alqithami,Saad Alqithami,saad alqithami,2026,2026,IEEE Access,IEEE Access,10.1109/access.2026.3687163,10.1109/access.2026.3687163,10.1109/access.2026.3687163,,journal-article,crossref:10.1109/access.2026.3687163,crossref,crossref,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,1,crossref,2026-09-13T22:39:35.872683+00:00,unique,unique,,,
CC365410253DF,Decentralized Shared Actor–Critic Learning for Collision-Aware Small-Team Multi-Robot Coverage,Decentralized Shared Actor–Critic Learning for Collision-Aware Small-Team Multi-Robot Coverage,decentralized shared actor critic learning for collision aware small team multi robot coverage,Abzal E. Kyzyrkanov; Didar Yedilkhan; Saltanat Amirgaliyeva; Sergazy Narynov,Abzal E. Kyzyrkanov; Didar Yedilkhan; Saltanat Amirgaliyeva; Sergazy Narynov,abzal e. kyzyrkanov; didar yedilkhan; saltanat amirgaliyeva; sergazy narynov,2026,2026,Robotics,Robotics,10.3390/robotics15070119,10.3390/robotics15070119,10.3390/robotics15070119,"This study presents a decentralized shared actor–critic framework for cooperative multi-robot coverage in continuous two-dimensional simulation. The method combines permutation-invariant local observations, continuous differential-drive control, and reward shaping based on stepwise Hungarian assignment distances, collision penalties, and time efficiency. Homogeneous teams of four, five, and six agents are evaluated in an obstacle-free environment using five independent training seeds. In the final training window, the full reward configuration achieved full-team success rates of 98.2 ± 2.9% for four agents, 85.1 ± 18.0% for five agents, and 96.3 ± 2.0% for six agents, with mean landmark coverage above 96% in all cases. The lower mean in the five-agent setting was associated with higher seed-level variability dominated by one low-success seed. Reward ablations without assignment shaping or collision penalties remained viable, and seed-level tests did not show a statistically significant final-window advantage of the full reward configuration. The full configuration reached the 80% rolling-success threshold earlier in median terms, with the clearest seed-level support in the four-agent setting. Within-environment comparison showed higher full-team success than MADDPG and MAPPO under the matched training horizon and final-window protocol. Deterministic arena-size transfer from 15×15 to 30×30 showed decreasing full-team success as arena size increased, while partial landmark coverage remained higher than strict full-team completion. The results support the method for small homogeneous teams in the tested obstacle-free simulation, while larger teams, external obstacles, aerial-robot dynamics, formal safety guarantees, and hardware deployment remain future work.",journal-article,crossref:10.3390/robotics15070119,crossref,crossref,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.873250+00:00,unique,unique,,,
CB7989ECDF054,Design-for-Failure in Multi-Robot Systems through Integrated Architectures and Proactive Successor Allocation,Design-for-Failure in Multi-Robot Systems through Integrated Architectures and Proactive Successor Allocation,design for failure in multi robot systems through integrated architectures and proactive successor allocation,Dong Hu,Dong Hu,dong hu,2026,2026,Tuwhera (Auckland University of Technology),Tuwhera (Auckland University of Technology),,,,,dissertation,openalex:https://openalex.org/W7162730930,openalex,openalex,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,pending,,,0,openalex,2026-09-13T22:39:35.862914+00:00,unique,unique,,,
C2B4145EA2DC6,Distributed Task Planning Method for Synchronous Execution of Heterogeneous Tasks in Uncertain Environments,,distributed task planning method for synchronous execution of heterogeneous tasks in uncertain environments,"Lu, Liang; Gao, Xiangquan; Wang, Hao; Xiang, Ming; Zhang, Zhiyang; Han, Bin",,,2026,,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,10.1109/tase.2026.3670128,,10.1109/tase.2026.3670128,"Aiming at the challenges in planning for the synchronized execution of multiple geometrically heterogeneous tasks by swarms in uncertain environments, this work proposes a distributed task planning method. This method is intended to overcome the inefficiencies in traditional methods caused by fragmented task modeling, high sensitivity to environmental uncertainty, and the risk of collaborative deadlocks. First, a Conditional Value-at-Risk (CVaR) model is introduced to dynamically estimate task execution time under uncertainty. Second, multi-geometry tasks (area, line, point) are uniformly transformed into equivalent point-task sets via grid-based decomposition and key-point discretization. Finally, a cooperative task dependency graph is embedded into a distributed auction consensus mechanism with cycle detection to prevent deadlocks, and an adaptive cooperative obstacle avoidance strategy based on task progress is integrated to ensure synchronized and collision-free motion. Simulation results demonstrate our method's superiority over benchmarks in completion time, success rate, and efficiency. Its practicality is validated through real-world UAV tests, while scalability experiments confirm its robustness in large-scale scenarios. This work provides a solid theoretical foundation and technical support for efficient coordination of robot swarms in complex and dynamic environments.",Article,wos:WOS:001719519600029,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001719519600029,1,wos,2026-09-13T22:39:35.964227+00:00,unique,unique,,,
C0DFEF2DDE3E6,Dynamic Swarm Reconfiguration via Multi-Level Adaptive Cooperative Architecture for Multi-Robot Exploration,Dynamic Swarm Reconfiguration via Multi-Level Adaptive Cooperative Architecture for Multi-Robot Exploration,dynamic swarm reconfiguration via multi level adaptive cooperative architecture for multi robot exploration,Shohei Inoue; Kosuke Sakamoto; Yasuharu Kunii,Shohei Inoue; Kosuke Sakamoto; Yasuharu Kunii,shohei inoue; kosuke sakamoto; yasuharu kunii,2026,2026,2026 IEEE/SICE International Symposium on System Integration (SII),2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404579,10.1109/sii64115.2026.11404579,10.1109/sii64115.2026.11404579,,proceedings-article,crossref:10.1109/sii64115.2026.11404579,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.852855+00:00,unique,unique,,,
C94B08FC7670D,E-CBBA: A Consensus Auction Approach for Multi-UAV Task Allocation Under Time Window and Task Priority Constraints,,e cbba a consensus auction approach for multi uav task allocation under time window and task priority constraints,"Wang, Kang; Wang, Dongzhao; Li, Mengzhen; Wu, Chenchen; Xu, Dachuan; Zou, Yifei",,,2026,,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,10.1109/tase.2026.3722233,,10.1109/tase.2026.3722233,"This paper proposes a collaborative task allocation model for heterogeneous multi-UAV systems in missions with chain-structured task priorities and strict time constraints. The model considers key constraints, including UAV flight speed, task capability differences, execution limits, and ordered task dependencies, enabling accurate representation of coordinated chain task execution. Traditional approaches struggle to ensure both real time performance and feasibility when the number of tasks and UAVs grows. To address this challenge, we develop an Extended Consensus-Based Bundle Algorithm (E-CBBA). The algorithm extends the traditional CBBA framework by introducing a maximum gain task screening strategy, a feasible position set for path insertion, and a global task execution time matrix for distributed consensus and conflict resolution. These mechanisms ensure that each UAV evaluates and inserts tasks only under feasible priority, timing, and kinematic conditions. We prove the convergence and approximate optimality of E-CBBA. Extensive simulations show that E-CBBA achieves higher objective values and task completion rates than traditional CBBA and GA-based methods, while maintaining fast convergence, scalability to multiple sequential task types, robustness under moderate communication degradation, and feasibility in ROS 2 and Gazebo simulations. Note to Practitioners-Multiple unmanned aerial vehicles (UAVs) are increasingly deployed in real combat and emergency response missions, where tasks are often subject to strict time constraints and precedence relationships. As the number of tasks and UAVs grows, existing task allocation methods tend to suffer from excessive decision latency and frequent task conflicts, which severely degrade coordination efficiency. To address these challenges, we propose an extended consensus-based bundle algorithm (E-CBBA) that enables UAVs to rapidly identify feasible tasks and achieve coordinated task allocations while explicitly respecting task ordering and temporal constraints. The proposed algorithm extends the conventional CBBA framework by incorporating task dependency modeling and time feasibility checking, allowing scalable and conflict-free coordination in complex mission scenarios. Simulations demonstrate that the method significantly improves task completion rates and decision speed, and remains effective as the number of tasks and UAVs increases. Future work will incorporate online learning to enhance robustness. The algorithm can also be extended to multi-robot coordination scenarios such as emergency rescue, logistics delivery, and inspection missions.",Article,wos:WOS:001861265200010,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001861265200010,0,wos,2026-09-13T22:39:35.964259+00:00,unique,unique,,,
CE43B17A235DC,Environment-Driven and LLM-Guided Multi-Robot Task Inference and Allocation Under Temporal Logic Specifications,,environment driven and llm guided multi robot task inference and allocation under temporal logic specifications,"Li, Lin; Chen, Ziyang; Kan, Zhen",,,2026,,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,10.1109/tase.2026.3659055,,10.1109/tase.2026.3659055,"In multi-robot systems, the successful execution of tasks typically depends on predefined instructions. However, existing approaches encounter substantial challenges in dynamic environments, particularly in autonomously reasoning, generating task instructions, and allocating tasks. These challenges are further exacerbated by the need to address complex temporal, spatial, and heterogeneous task constraints. To address these limitations, inspired by the success of the Large Language Models (LLMs) in natural language understanding and logical inference, this paper proposes an environment-driven and LLM-guided task inference and allocation framework with dual-system temporal logics. The framework consists of three key modules: the Environment Module, which employs environment LTL to continuous monitor and verify environmental resource constraints; the Inference Module, leveraging LLMs for autonomous generation and verification of robotic tasks in response to resource changes; and the Robot Module, which explores the feasible task allocation for the multi-robot system. When the resources in the environment do not satisfy the specification, the Inference Module is used to analyze and infer the feasible actions to be executed by the multi-robot system, so as to alleviate the environmental resource problem. Experimental results demonstrate the scalability, efficiency, and autonomy of our framework across varying task environments and robot configurations.",Article,wos:WOS:001680979500005,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001680979500005,5,wos,2026-09-13T22:39:35.959167+00:00,unique,unique,,,
CEDE1C525FB5E,Force-Closure Condition for Cooperative Multi-robot Pushing of Rectangular Objects,Force-Closure Condition for Cooperative Multi-robot Pushing of Rectangular Objects,force closure condition for cooperative multi robot pushing of rectangular objects,Duy Anh Nguyen; Trung Dung Ngo,Duy Anh Nguyen; Trung Dung Ngo,duy anh nguyen; trung dung ngo,2026,2026,2026 IEEE Canadian Atlantic Ocean Symposium (CAOS),2026 IEEE Canadian Atlantic Ocean Symposium (CAOS),10.1109/caos69069.2026.11665860,10.1109/caos69069.2026.11665860,10.1109/caos69069.2026.11665860,,proceedings-article,crossref:10.1109/caos69069.2026.11665860,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.823584+00:00,unique,unique,,,
CFF6DD4CBEF8A,GRAPE-S: near real-time coalition formation for multiple service collectives,GRAPE-S: near real-time coalition formation for multiple service collectives,grape s near real time coalition formation for multiple service collectives,Grace Diehl; Julie A. Adams,"Diehl, G.; Adams, J. A.","diehl, g.; adams, j. a.",2026,2026,Autonomous Agents and Multi-Agent Systems,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-026-09758-4,10.1007/s10458-026-09758-4,10.1007/s10458-026-09758-4,,journal-article,crossref:10.1007/s10458-026-09758-4,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,pending,L024,,,crossref,2026-09-13T22:39:35.637064+00:00,unique,unique,,,"{""authors"": ""Diehl, G.; Adams, J. A."", ""doi"": ""10.1007/s10458-026-09758-4"", ""legacy_seed_id"": ""L024"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""GRAPE-S: near real-time coalition formation for multiple service collectives"", ""venue"": ""Autonomous Agents and Multi-Agent Systems"", ""verification_status"": ""unverified_seed"", ""year"": ""2026""}"
C85B7DCD76961,Hmr-odta: online diverse task allocation for a team of heterogeneous mobile robots,,hmr odta online diverse task allocation for a team of heterogeneous mobile robots,"Verma, Ashish; Gautam, Avinash; Duhan, Tanishq; Shekhawat, V. S.; Mohan, Sudeept",,,2026,,INTELLIGENT SERVICE ROBOTICS,,10.1007/s11370-025-00666-2,,10.1007/s11370-025-00666-2,"Coordinating time-sensitive deliveries in environments like hospitals poses a complex challenge, particularly when managing multiple online pickup and delivery requests within strict time windows using a team of heterogeneous robots. Traditional approaches fail to address dynamic rescheduling or diverse service requirements, typically restricting robots to single-task types. This paper tackles the Multi-Pickup and Delivery Problem with Time Windows (MPDPTW), where autonomous mobile robots are capable of handling varied service requests. The objective is to minimize late delivery penalties while maximizing task completion rates. To achieve this, we propose a novel framework leveraging a heterogeneous robot team and an efficient dynamic scheduling algorithm. Users submit requests with specific time constraints, and our decentralized algorithm-Heterogeneous Mobile Robots Online Diverse Task Allocation (HMR-ODTA)-optimizes task assignments to ensure timely service while addressing delays or task rejections. Extensive simulations validate the algorithm's effectiveness. For smaller task sets (40-160 tasks), the proposed algorithm reduced penalties by approximately 72% and 99% compared to the Effective and Efficient Performance Impact (EEPI) and the Genetic Algorithm-based Multi-Robot Task Allocation (GA-MR), respectively. For larger task sets (160-280 tasks), the penalties decreased by around 33% and 70% over EEPI and GA-MR, respectively. These results highlight the algorithm's effectiveness in improving task scheduling and coordination in multi-robot systems, offering a robust solution for enhancing delivery performance in structured, time-critical environments.",Article,wos:WOS:001652518500004,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001652518500004,2,wos,2026-09-13T22:39:35.959202+00:00,unique,unique,,,
CCB936E7536AC,Hybrid Coordination Framework for Centralized Task Allocation and Execution in Heterogeneous Multi-Robot Systems,,hybrid coordination framework for centralized task allocation and execution in heterogeneous multi robot systems,"Varghese, T. Glace; Kochuvila, Sreeja; Kumar, Navin; Prasad, R. R. Venkatesha",,,2026,,IEEE ACCESS,,10.1109/access.2026.3680629,,10.1109/access.2026.3680629,"Multi-robot coordination has emerged as a critical enabler for efficient warehouse logistics, yet existing approaches struggle to balance solution quality, computational efficiency, and real-time adaptability in heterogeneous robot environments. This paper presents a novel centralized coordination architecture that integrates a hybrid optimization algorithm combining the shapley value clustering algorithm (SVCA) with the non-dominated sorting genetic algorithm II (NSGA-II) for multi-robot task allocation (MRTA). The proposed system addresses the complex challenge of allocating logistics tasks to heterogeneous mobile robots with varying payload capacities, energy consumption rates, and task deadline while simultaneously optimizing multiple conflicting objectives including makespan, energy consumption, deadline adherence, and workload balance. Unlike traditional static scheduling methods, the proposed system includes dynamic task reallocation capabilities that enable robots to autonomously detect and execute pending tasks nearby upon completion, be it with intelligent battery management that triggers autonomous recharging when energy thresholds are reached. Implemented using robot operating system 2 (ROS2) Humble and validated in Gazebo simulation environments with warehouse scenarios involve five heterogeneous robots and multiple logistics tasks. Experimental results show that, with the hybrid algorithm, 100% task allocation can be achieved with an average allocation time of 0.122 seconds, significantly outperforming state-of-the-art methods including island model genetic algorithm (IMGA), SVCA, particle swarm optimization (PSO), genetic algorithm (GA), and standalone NSGA-II executions. The system effectively manages complex logistics operations to automate the warehouse within the simulated environment, while maintaining required constraint.",Article,wos:WOS:001756839500005,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:001756839500005,0,wos,2026-09-13T22:39:35.958791+00:00,unique,unique,,,
C16F859BABFB3,Joint identification of system parameters and packet loss rate for FIR systems with event-triggered communication under communication constraints,Joint identification of system parameters and packet loss rate for FIR systems with event-triggered communication under communication constraints,joint identification of system parameters and packet loss rate for fir systems with event triggered communication under communication constraints,Tianning Han; Ying Wang; Yanlong Zhao,Tianning Han; Ying Wang; Yanlong Zhao,tianning han; ying wang; yanlong zhao,2026,2026,Nonlinear Analysis: Hybrid Systems,Nonlinear Analysis: Hybrid Systems,10.1016/j.nahs.2026.101691,10.1016/j.nahs.2026.101691,10.1016/j.nahs.2026.101691,,journal-article,crossref:10.1016/j.nahs.2026.101691,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.906276+00:00,unique,unique,,,
