t,robot,x,y,theta,policy
37.5,Pioneer_14,4.6897,3.6191,1.8094,smith_qr_battery
37.5,Pioneer_15,4.5021,-0.2824,1.994,smith_qr_battery
38.0,Pioneer_01,6.3979,3.601,0.5996,smith_qr_battery
38.0,Pioneer_02,-14.0071,7.7738,1.6771,smith_qr_battery
38.0,Pioneer_03,5.8654,4.73,0.7305,smith_qr_battery
38.0,Pioneer_04,5.5918,5.078,0.8059,smith_qr_battery
38.0,Pioneer_05,5.451,5.1015,0.8882,smith_qr_battery
38.0,Pioneer_06,5.2252,4.9065,0.9771,smith_qr_battery
38.0,Pioneer_07,5.0322,4.8013,1.0717,smith_qr_battery
38.0,Pioneer_08,4.5624,1.2468,1.1021,smith_qr_battery
38.0,Pioneer_09,4.4766,1.7506,1.2253,smith_qr_battery
38.0,Pioneer_10,4.4278,2.5046,1.3511,smith_qr_battery
38.0,Pioneer_11,4.4307,3.3538,1.4757,smith_qr_battery
38.0,Pioneer_12,4.449,3.9256,1.5953,smith_qr_battery
38.0,Pioneer_13,4.4612,4.0535,1.7071,smith_qr_battery
38.0,Pioneer_14,4.6469,3.7311,1.8094,smith_qr_battery
38.0,Pioneer_15,4.5447,-0.1764,1.994,smith_qr_battery
38.5,Pioneer_01,6.6241,3.8338,0.5996,smith_qr_battery
38.5,Pioneer_02,-14.0634,7.9956,1.6771,smith_qr_battery
38.5,Pioneer_03,6.0505,4.9237,0.7305,smith_qr_battery
38.5,Pioneer_04,5.818,5.2079,0.8059,smith_qr_battery
38.5,Pioneer_05,5.5984,5.2394,0.8882,smith_qr_battery
38.5,Pioneer_06,5.4126,5.1093,0.9771,smith_qr_battery
38.5,Pioneer_07,5.2256,5.0754,1.0717,smith_qr_battery
38.5,Pioneer_08,4.7454,1.4322,1.1021,smith_qr_battery
38.5,Pioneer_09,4.6407,1.9421,1.2253,smith_qr_battery
38.5,Pioneer_10,4.6013,2.6701,1.3511,smith_qr_battery
38.5,Pioneer_11,4.5364,3.5395,1.4757,smith_qr_battery
38.5,Pioneer_12,4.4993,4.0245,1.5953,smith_qr_battery
38.5,Pioneer_13,4.5826,4.2615,1.7071,smith_qr_battery
38.5,Pioneer_14,4.7179,3.954,1.8094,smith_qr_battery
38.5,Pioneer_15,4.5255,0.0799,1.994,smith_qr_battery
39.0,Pioneer_01,6.8484,3.9748,0.5996,smith_qr_battery
39.0,Pioneer_02,-14.1823,8.1035,1.6771,smith_qr_battery
39.0,Pioneer_03,6.2899,4.9737,0.7305,smith_qr_battery
39.0,Pioneer_04,6.0009,5.3368,0.8059,smith_qr_battery
39.0,Pioneer_05,5.7504,5.4257,0.8882,smith_qr_battery
39.0,Pioneer_06,5.5711,5.337,0.9771,smith_qr_battery
39.0,Pioneer_07,5.3693,5.2191,1.0717,smith_qr_battery
39.0,Pioneer_08,4.8722,1.619,1.1021,smith_qr_battery
39.0,Pioneer_09,4.7571,2.1189,1.2253,smith_qr_battery
39.0,Pioneer_10,4.7111,2.8678,1.3511,smith_qr_battery
39.0,Pioneer_11,4.6341,3.7374,1.4757,smith_qr_battery
39.0,Pioneer_12,4.6151,4.2268,1.5953,smith_qr_battery
39.0,Pioneer_13,4.6648,4.4024,1.7071,smith_qr_battery
39.0,Pioneer_14,4.7648,4.1548,1.8094,smith_qr_battery
39.0,Pioneer_15,4.6104,0.2071,1.994,smith_qr_battery
39.5,Pioneer_01,7.0538,4.1494,0.5996,smith_qr_battery
39.5,Pioneer_02,-14.2515,8.2448,1.6771,smith_qr_battery
39.5,Pioneer_03,6.4586,5.1404,0.7305,smith_qr_battery
39.5,Pioneer_04,6.191,5.4778,0.8059,smith_qr_battery
39.5,Pioneer_05,5.9853,5.5171,0.8882,smith_qr_battery
39.5,Pioneer_06,5.7181,5.4987,0.9771,smith_qr_battery
39.5,Pioneer_07,5.5654,5.4398,1.0717,smith_qr_battery
39.5,Pioneer_08,5.0274,1.815,1.1021,smith_qr_battery
39.5,Pioneer_09,4.8904,2.341,1.2253,smith_qr_battery
39.5,Pioneer_10,4.8652,3.0694,1.3511,smith_qr_battery
39.5,Pioneer_11,4.6762,3.8678,1.4757,smith_qr_battery
39.5,Pioneer_12,4.7332,4.4158,1.5953,smith_qr_battery
39.5,Pioneer_13,4.6997,4.5967,1.7071,smith_qr_battery
39.5,Pioneer_14,4.7909,4.398,1.8094,smith_qr_battery
39.5,Pioneer_15,4.5903,0.3656,1.994,smith_qr_battery
40.0,Pioneer_01,7.2197,4.285,0.5996,smith_qr_battery
40.0,Pioneer_02,-14.367,8.3249,1.6771,smith_qr_battery
40.0,Pioneer_03,6.6662,5.2522,0.7305,smith_qr_battery
40.0,Pioneer_04,6.4355,5.5598,0.8059,smith_qr_battery
40.0,Pioneer_05,6.203,5.6876,0.8882,smith_qr_battery
40.0,Pioneer_06,5.904,5.7189,0.9771,smith_qr_battery
40.0,Pioneer_07,5.7214,5.6627,1.0717,smith_qr_battery
40.0,Pioneer_08,5.2279,2.0685,1.1021,smith_qr_battery
40.0,Pioneer_09,5.0008,2.5166,1.2253,smith_qr_battery
40.0,Pioneer_10,4.9278,3.2364,1.3511,smith_qr_battery
40.0,Pioneer_11,4.8715,3.9924,1.4757,smith_qr_battery
40.0,Pioneer_12,4.753,4.5376,1.5953,smith_qr_battery
40.0,Pioneer_13,4.7808,4.7233,1.7071,smith_qr_battery
40.0,Pioneer_14,4.8404,4.496,1.8094,smith_qr_battery
40.0,Pioneer_15,4.6408,0.6165,1.994,smith_qr_battery
40.5,Pioneer_01,7.4149,4.4564,0.5996,smith_qr_battery
40.5,Pioneer_02,-14.5548,8.4096,1.6771,smith_qr_battery
40.5,Pioneer_03,6.8931,5.4228,0.7305,smith_qr_battery
40.5,Pioneer_04,6.6304,5.7092,0.8059,smith_qr_battery
40.5,Pioneer_05,6.3612,5.8925,0.8882,smith_qr_battery
40.5,Pioneer_06,6.1186,5.8779,0.9771,smith_qr_battery
40.5,Pioneer_07,5.8984,5.888,1.0717,smith_qr_battery
40.5,Pioneer_08,5.3719,2.215,1.1021,smith_qr_battery
40.5,Pioneer_09,5.1958,2.7097,1.2253,smith_qr_battery
40.5,Pioneer_10,5.092,3.4252,1.3511,smith_qr_battery
40.5,Pioneer_11,4.9458,4.191,1.4757,smith_qr_battery
40.5,Pioneer_12,4.9224,4.707,1.5953,smith_qr_battery
40.5,Pioneer_13,4.8631,4.9164,1.7071,smith_qr_battery
40.5,Pioneer_14,4.9,4.7814,1.8094,smith_qr_battery
40.5,Pioneer_15,4.6394,0.7626,1.994,smith_qr_battery
41.0,Pioneer_01,7.5847,4.6237,0.5996,smith_qr_battery
41.0,Pioneer_02,-14.5634,8.4938,1.6771,smith_qr_battery
41.0,Pioneer_03,7.0619,5.5548,0.7305,smith_qr_battery
41.0,Pioneer_04,6.7716,5.8349,0.8059,smith_qr_battery
41.0,Pioneer_05,6.4967,6.0479,0.8882,smith_qr_battery
41.0,Pioneer_06,6.2912,6.023,0.9771,smith_qr_battery
41.0,Pioneer_07,6.0605,6.063,1.0717,smith_qr_battery
41.0,Pioneer_08,5.4998,2.3884,1.1021,smith_qr_battery
41.0,Pioneer_09,5.3283,2.8992,1.2253,smith_qr_battery
41.0,Pioneer_10,5.185,3.5543,1.3511,smith_qr_battery
41.0,Pioneer_11,5.1178,4.3324,1.4757,smith_qr_battery
41.0,Pioneer_12,5.011,4.8838,1.5953,smith_qr_battery
41.0,Pioneer_13,4.9617,5.0716,1.7071,smith_qr_battery
41.0,Pioneer_14,4.9657,4.9344,1.8094,smith_qr_battery
41.0,Pioneer_15,4.7252,0.9833,1.994,smith_qr_battery
41.5,Pioneer_01,7.7953,4.761,0.5996,smith_qr_battery
41.5,Pioneer_02,-14.7301,8.6295,1.6771,smith_qr_battery
41.5,Pioneer_03,7.283,5.6287,0.7305,smith_qr_battery
41.5,Pioneer_04,6.9846,5.9777,0.8059,smith_qr_battery
41.5,Pioneer_05,6.7512,6.1227,0.8882,smith_qr_battery
41.5,Pioneer_06,6.4166,6.2773,0.9771,smith_qr_battery
41.5,Pioneer_07,6.2643,6.2752,1.0717,smith_qr_battery
41.5,Pioneer_08,5.685,2.6319,1.1021,smith_qr_battery
41.5,Pioneer_09,5.5348,3.0702,1.2253,smith_qr_battery
41.5,Pioneer_10,5.3281,3.7706,1.3511,smith_qr_battery
41.5,Pioneer_11,5.2037,4.4413,1.4757,smith_qr_battery
41.5,Pioneer_12,5.1153,5.0488,1.5953,smith_qr_battery
41.5,Pioneer_13,5.0605,5.2448,1.7071,smith_qr_battery
41.5,Pioneer_14,5.0327,5.085,1.8094,smith_qr_battery
41.5,Pioneer_15,4.7378,1.1071,1.994,smith_qr_battery
42.0,Pioneer_01,8.0178,4.9572,0.5996,smith_qr_battery
42.0,Pioneer_02,-14.8521,8.6927,1.6771,smith_qr_battery
42.0,Pioneer_03,7.409,5.761,0.7305,smith_qr_battery
42.0,Pioneer_04,7.1863,6.1091,0.8059,smith_qr_battery
42.0,Pioneer_05,6.9462,6.3973,0.8882,smith_qr_battery
42.0,Pioneer_06,6.6738,6.4071,0.9771,smith_qr_battery
42.0,Pioneer_07,6.377,6.4994,1.0717,smith_qr_battery
42.0,Pioneer_08,5.9196,2.8226,1.1021,smith_qr_battery
42.0,Pioneer_09,5.6686,3.3103,1.2253,smith_qr_battery
42.0,Pioneer_10,5.5079,3.8919,1.3511,smith_qr_battery
42.0,Pioneer_11,5.3898,4.6553,1.4757,smith_qr_battery
42.0,Pioneer_12,5.2191,5.126,1.5953,smith_qr_battery
42.0,Pioneer_13,5.1655,5.4554,1.7071,smith_qr_battery
42.0,Pioneer_14,5.1217,5.2846,1.8094,smith_qr_battery
42.0,Pioneer_15,4.7986,1.3316,1.994,smith_qr_battery
42.5,Pioneer_01,8.0122,4.9767,0.5996,smith_qr_battery
42.5,Pioneer_02,-14.9263,8.879,1.6771,smith_qr_battery
42.5,Pioneer_03,7.6668,5.8722,0.7305,smith_qr_battery
42.5,Pioneer_04,7.3515,6.2346,0.8059,smith_qr_battery
42.5,Pioneer_05,7.1044,6.4404,0.8882,smith_qr_battery
42.5,Pioneer_06,6.8681,6.6183,0.9771,smith_qr_battery
42.5,Pioneer_07,6.5791,6.6986,1.0717,smith_qr_battery
42.5,Pioneer_08,6.0373,3.0748,1.1021,smith_qr_battery
42.5,Pioneer_09,5.8004,3.4802,1.2253,smith_qr_battery
42.5,Pioneer_10,5.611,4.0587,1.3511,smith_qr_battery
42.5,Pioneer_11,5.4509,4.7861,1.4757,smith_qr_battery
42.5,Pioneer_12,5.3523,5.3203,1.5953,smith_qr_battery
42.5,Pioneer_13,5.2934,5.5897,1.7071,smith_qr_battery
42.5,Pioneer_14,5.1704,5.5008,1.8094,smith_qr_battery
42.5,Pioneer_15,4.9111,1.4741,1.994,smith_qr_battery
43.0,Pioneer_01,8.0131,4.9219,0.5996,smith_qr_battery
43.0,Pioneer_02,-14.9842,8.8803,1.6771,smith_qr_battery
43.0,Pioneer_03,7.8116,5.9439,0.7305,smith_qr_battery
43.0,Pioneer_04,7.567,6.3417,0.8059,smith_qr_battery
43.0,Pioneer_05,7.3003,6.6552,0.8882,smith_qr_battery
43.0,Pioneer_06,7.0028,6.7986,0.9771,smith_qr_battery
43.0,Pioneer_07,6.79,6.8893,1.0717,smith_qr_battery
43.0,Pioneer_08,6.1992,3.2554,1.1021,smith_qr_battery
43.0,Pioneer_09,5.9767,3.6792,1.2253,smith_qr_battery
43.0,Pioneer_10,5.8,4.2649,1.3511,smith_qr_battery
43.0,Pioneer_11,5.6268,4.9141,1.4757,smith_qr_battery
43.0,Pioneer_12,5.4229,5.4388,1.5953,smith_qr_battery
43.0,Pioneer_13,5.3775,5.6339,1.7071,smith_qr_battery
43.0,Pioneer_14,5.2775,5.6857,1.8094,smith_qr_battery
43.0,Pioneer_15,4.8974,1.6965,1.994,smith_qr_battery
43.5,Pioneer_01,7.9815,4.9451,0.5996,smith_qr_battery
43.5,Pioneer_02,-15.0577,8.8408,1.6771,smith_qr_battery
43.5,Pioneer_03,8.0238,6.0613,0.7305,smith_qr_battery
43.5,Pioneer_04,7.7408,6.4806,0.8059,smith_qr_battery
43.5,Pioneer_05,7.4508,6.7467,0.8882,smith_qr_battery
43.5,Pioneer_06,7.204,6.9667,0.9771,smith_qr_battery
43.5,Pioneer_07,6.9708,7.1076,1.0717,smith_qr_battery
43.5,Pioneer_08,6.3267,3.4688,1.1021,smith_qr_battery
43.5,Pioneer_09,6.1524,3.8692,1.2253,smith_qr_battery
43.5,Pioneer_10,5.9582,4.4364,1.3511,smith_qr_battery
43.5,Pioneer_11,5.7569,5.1167,1.4757,smith_qr_battery
43.5,Pioneer_12,5.6111,5.6094,1.5953,smith_qr_battery
43.5,Pioneer_13,5.5113,5.8515,1.7071,smith_qr_battery
43.5,Pioneer_14,5.3987,5.8652,1.8094,smith_qr_battery
43.5,Pioneer_15,5.0535,1.8134,1.994,smith_qr_battery
44.0,Pioneer_01,7.9971,4.9294,0.5996,smith_qr_battery
44.0,Pioneer_02,-14.9992,8.9257,1.6771,smith_qr_battery
44.0,Pioneer_03,8.0319,6.0427,0.7305,smith_qr_battery
44.0,Pioneer_04,7.9796,6.5193,0.8059,smith_qr_battery
44.0,Pioneer_05,7.6521,6.9074,0.8882,smith_qr_battery
44.0,Pioneer_06,7.3811,7.1789,0.9771,smith_qr_battery
44.0,Pioneer_07,7.1216,7.3727,1.0717,smith_qr_battery
44.0,Pioneer_08,6.5326,3.6829,1.1021,smith_qr_battery
44.0,Pioneer_09,6.3075,4.0278,1.2253,smith_qr_battery
44.0,Pioneer_10,6.0946,4.6044,1.3511,smith_qr_battery
44.0,Pioneer_11,5.8838,5.2198,1.4757,smith_qr_battery
44.0,Pioneer_12,5.6993,5.7085,1.5953,smith_qr_battery
44.0,Pioneer_13,5.6482,5.9742,1.7071,smith_qr_battery
44.0,Pioneer_14,5.4978,6.0033,1.8094,smith_qr_battery
44.0,Pioneer_15,5.0495,2.0751,1.994,smith_qr_battery
44.5,Pioneer_01,7.9717,4.9473,0.5996,smith_qr_battery
44.5,Pioneer_02,-14.949,8.933,1.6771,smith_qr_battery
44.5,Pioneer_03,7.9875,6.0554,0.7305,smith_qr_battery
44.5,Pioneer_04,8.0235,6.607,0.8059,smith_qr_battery
44.5,Pioneer_05,7.8359,7.078,0.8882,smith_qr_battery
44.5,Pioneer_06,7.5613,7.3236,0.9771,smith_qr_battery
44.5,Pioneer_07,7.3101,7.5555,1.0717,smith_qr_battery
44.5,Pioneer_08,6.734,3.88,1.1021,smith_qr_battery
44.5,Pioneer_09,6.5095,4.2233,1.2253,smith_qr_battery
44.5,Pioneer_10,6.2475,4.7945,1.3511,smith_qr_battery
44.5,Pioneer_11,6.0579,5.3405,1.4757,smith_qr_battery
44.5,Pioneer_12,5.8656,5.8357,1.5953,smith_qr_battery
44.5,Pioneer_13,5.726,6.1389,1.7071,smith_qr_battery
44.5,Pioneer_14,5.6029,6.1708,1.8094,smith_qr_battery
44.5,Pioneer_15,5.1547,2.2234,1.994,smith_qr_battery
