paragraph_id,chapter,section,path,line_start,line_end,words,sentences,text,normalized_sha256,query_fragment,sample_rank,sampled,exact_query,unquoted_query,search_status
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:36:p009,Monografía: demostraciones extendidas,Potencial y cuotas exactas realizables,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,36,36,46,3,"Cada mejora estricta aumenta y el espacio contiene perfiles, de modo que toda trayectoria de mejora termina. Un perfil inexacto admite una mejora y, por contradicción, queda excluido de los máximos globales. Sobre el conjunto exacto se cumple y maximizar equivale a minimizar el coste espacial.",54c1f16f0ac743e4448b4bec2ace464e2625f870f441867738e3d19209dc167b,termina Un perfil inexacto admite una mejora y por contradicción queda excluido,08c0e313d8aae3a33d19eda5a20b2dea2ae2e6755f5c42dd0ffdb4794af84552,True,"""termina Un perfil inexacto admite una mejora y por contradicción queda excluido""",termina Un perfil inexacto admite una mejora y por contradicción queda excluido,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:39:p010,Monografía: demostraciones extendidas,Corolario de regulación estratégica realizable.,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,39,39,67,5,"Con cargas obligatorias, . Mientras , el perfil incumple alguna cuota y admite una mejora estricta por la proposición anterior. Una activación que revisa persistentemente a los robots con mejora incrementa en cada evento aceptado. La finitud del espacio obliga a alcanzar tras un número finito de revisiones. El corolario se restringe a esta dinámica de mejora estricta; Smith muestreado y el cierre QR bajo escasez se evalúan empíricamente.",394d877e8b41efd6773c22e226a4616438f8bd59a6e60d9159d352900ad6688a,obligatorias Mientras el perfil incumple alguna cuota y admite una mejora estricta,06b978ca817fdab89778655c7bc936d067874a68897167b0ef531d5e598e2b00,True,"""obligatorias Mientras el perfil incumple alguna cuota y admite una mejora estricta""",obligatorias Mientras el perfil incumple alguna cuota y admite una mejora estricta,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex:63:p014,Monografía: demostraciones extendidas,Escasez e incentivo de cuórum,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,63,63,33,3,para todo . El incentivo rompe la indiferencia del déficit lineal en este caso mínimo. Esta desigualdad no afirma que todo máximo local o toda trayectoria Smith seleccione globalmente el mejor subconjunto de cargas.,9fbcc7cb4989ddd085d169d840cfbe1f3822d354037ff13376c3acf590e01ae5,todo máximo local o toda trayectoria Smith seleccione globalmente el mejor subconjunto,218555cb43ff410a827a06170300d55a68dca8183b2fad2f3d89a327dfb6f480,True,"""todo máximo local o toda trayectoria Smith seleccione globalmente el mejor subconjunto""",todo máximo local o toda trayectoria Smith seleccione globalmente el mejor subconjunto,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/04-sp2-proofs.tex:4:p001,Monografía: demostraciones extendidas,Demostraciones complementarias de la etapa E2 (SP1),pre-thesis/sections/source-snapshot/appendices/04-sp2-proofs.tex,4,4,47,3,"La alineación marginal de E2 se demuestra para preferencias continuas, umbrales positivos y una matriz de servicio fija durante cada decisión. El resultado identifica el gradiente del potencial con el pago marginal. El cierre entero, la mecánica y la ejecución vecinal discretizada se tratan mediante resultados independientes.",1e6bbf716a8ad161aefcdf11e9f084781962dc4993fea050be81a88ed3917e89,La alineación marginal de E2 se demuestra para preferencias continuas umbrales positivos,3ca37852b8b9fbcebd28b6216a977dd6e65dc07f0ae07ab7b80c07336f259622,True,"""La alineación marginal de E2 se demuestra para preferencias continuas umbrales positivos""",La alineación marginal de E2 se demuestra para preferencias continuas umbrales positivos,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex:4:p001,Monografía: demostraciones extendidas,Demostraciones complementarias de la etapa E3 (SP1),pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex,4,4,52,3,"El juego continuo de E3 fija la demanda, la geometría, los costes y los límites mientras evoluciona la preferencia sobre el símplex. Las restricciones lineales de ocupación definen el conjunto factible usado en la equivalencia KKT. El cierre entero, la guardia distribuida y la estabilidad de la carga corresponden a contratos posteriores.",e8934e01bf45d47c759022a0aace03092ea0cdcb31804c76cb4d469e1f6de0ed,evoluciona la preferencia sobre el símplex Las restricciones lineales de ocupación definen,42306097ccc42d5b1ffda8515565a41c61070a88a1326c1d0fc94996a3867d31,True,"""evoluciona la preferencia sobre el símplex Las restricciones lineales de ocupación definen""",evoluciona la preferencia sobre el símplex Las restricciones lineales de ocupación definen,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex:60:p006,Monografía: demostraciones extendidas,Potencial de wrench y equilibrio variacional,pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex,60,60,41,3,"La sustitución de por el vector de pagos satisface la desigualdad variacional del juego con restricciones compartidas. Los maximizadores de la relajación coinciden con sus equilibrios variacionales. La Proposición se restringe a este dominio continuo, antes de decodificar en decisiones binarias.",e35ef911c2cfca487ae502daa758c0834ca231342662e93b6005031a8fe8baef,se restringe a este dominio continuo antes de decodificar en decisiones binarias,486534bb2d4d26d28da727094172fd55dc24da94a129c0d0d3e16bb636b81ff1,True,"""se restringe a este dominio continuo antes de decodificar en decisiones binarias""",se restringe a este dominio continuo antes de decodificar en decisiones binarias,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex:65:p007,Monografía: demostraciones extendidas,Disipación del servolazo de pose,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,65,73,33,3,"Para se fija una longitud de referencia y se normalizan las coordenadas mediante , con . Defínanse , y . Así, las componentes traslacionales y rotacionales se comparan en una métrica declarada. La desigualdad de Young implica",81381b6ea23cfdd738ac23ab4bceb187209d0f5bf83667e2359f4a40a25879ef,Así las componentes traslacionales y rotacionales se comparan en una métrica declarada,1e32398bbc6638cbf2aa65cfca76c99120bfa24c10add4cb6627cfa62242e150,True,"""Así las componentes traslacionales y rotacionales se comparan en una métrica declarada""",Así las componentes traslacionales y rotacionales se comparan en una métrica declarada,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex:77:p005,Monografía: demostraciones extendidas,Factibilidad y minimalidad bajo el umbral,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,77,77,25,3,"Para probar la inclusión inversa, sea ahora factible y mínima por inclusión. Si , entonces y entrar cambia el potencial en . Ningún robot externo desea incorporarse.",07f1bc05b6394a023d741d6019624372de4765853bb50665fd5e2cb07540847d,entonces y entrar cambia el potencial en Ningún robot externo desea incorporarse,3797a162b41f4ab233e35d8af3a397f31b21f16634385aeeae894a864f780be5,True,"""entonces y entrar cambia el potencial en Ningún robot externo desea incorporarse""",entonces y entrar cambia el potencial en Ningún robot externo desea incorporarse,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex:107:p010,Monografía: demostraciones extendidas,Cota temporal condicionada,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,107,108,81,5,"Una vez fijado el perfil, el reemplazo recorre como máximo a velocidad no menor que . Todos los reemplazos pueden desplazarse en paralelo, por lo que el último llega antes de . Añadir el tiempo de asentamiento produce . Si esa suma no supera , la restauración ocurre antes del plazo bajo los supuestos de trayectoria libre y velocidad garantizada. La cota caracteriza el tiempo estratégico y de aproximación; la seguridad ante obstáculos y la estabilidad posterior al contacto se certifican en sus capas respectivas.",663f59a7e74cc11c9bbb41b8efeca9b04fc4796d95dab3b87f73832e9de28376,reemplazos pueden desplazarse en paralelo por lo que el último llega antes,2af15c74571d21f683b0a4691ed9cf3712e1d34e9e2eec20361b39f9f4940e10,True,"""reemplazos pueden desplazarse en paralelo por lo que el último llega antes""",reemplazos pueden desplazarse en paralelo por lo que el último llega antes,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex:123:p011,Monografía: demostraciones extendidas,Ausencia de una cota uniforme de eficiencia,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,123,123,42,4,El perfil es factible y cuesta . El robot 1 no abandona porque hacerlo cambia el coste penalizado de a . Los robots 2 y 3 no entran porque serían redundantes y añadirían coste. Las dos desigualdades de desviación hacen a un perfil Nash.,597e3b13066408567eb20994770044dfbd34cb7c168a94d11e465bc0cb084c36,3 no entran porque serían redundantes y añadirían coste Las dos desigualdades,29001d853eb439e824b7508f4f741bcb6cd3c7426cb31aadca6e5f846c19326a,True,"""3 no entran porque serían redundantes y añadirían coste Las dos desigualdades""",3 no entran porque serían redundantes y añadirían coste Las dos desigualdades,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex:125:p012,Monografía: demostraciones extendidas,Ausencia de una cota uniforme de eficiencia,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,125,125,40,4,"El perfil también es factible y cuesta dos. Si uno de sus miembros abandona, queda déficit y el coste penalizado pasa de a . El robot 1 tampoco entra por redundancia. Por tanto, es Nash y coincide con el oráculo para .",483c8d54961270a307088e90b178b904b8651e5a4a626417575752e81fa54306,coste penalizado pasa de a El robot 1 tampoco entra por redundancia,1878a29ae9acd702d3b588a1539039d3c3fca25273d660da014bcef0c72cc274,True,"""coste penalizado pasa de a El robot 1 tampoco entra por redundancia""",coste penalizado pasa de a El robot 1 tampoco entra por redundancia,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex:14:p003,Monografía: demostraciones extendidas,Identidad de potencial exacto,pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,14,14,35,2,"Esta es la identidad de potencial exacto . Una mejora estricta no repite ninguno de los perfiles; todo camino maximal alcanza un Nash en, a lo sumo, cambios, pero una trayectoria truncada no hereda la conclusión.",150998a67760f041ca1490c820ce02660f5d6b07dd65da62a291319f78db4b08,mejora estricta no repite ninguno de los perfiles todo camino maximal alcanza,09da0128074f8347f163f678ffec8f673df9894d1fabc8399da22aa64680a047,True,"""mejora estricta no repite ninguno de los perfiles todo camino maximal alcanza""",mejora estricta no repite ninguno de los perfiles todo camino maximal alcanza,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex:24:p005,Monografía: demostraciones extendidas,Invariante lógico de la reserva,pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,24,24,48,2,"Desde una zona libre, el arbitraje asigna un propietario único y conserva el testigo hasta observar su salida y el despeje. Cada autorización mantiene destino único, evita el intercambio opuesto y excluye nodos estacionarios; por inducción, dos entradas incompatibles nunca quedan autorizadas y los nodos activos permanecen distintos.",c18aabea25d007bbc7def7e63571c9d1f88e2764be00f5db69b15e93d565a2f5,autorización mantiene destino único evita el intercambio opuesto y excluye nodos estacionarios,0f681a94c93104c0e0f206fb6f58bd482ebdcceecc524b3e3b8387bdb475f52a,True,"""autorización mantiene destino único evita el intercambio opuesto y excluye nodos estacionarios""",autorización mantiene destino único evita el intercambio opuesto y excluye nodos estacionarios,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex:29:p006,Monografía: demostraciones extendidas,Ausencia condicional de inanición,pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,29,29,54,4,"Sea un conjunto finito de solicitantes persistentes. Mientras espera, aumenta; tras cruzar, el propietario libera y abandona la competencia. En cada liberación se elige el máximo lexicográfico de . Si algún nunca fuese elegido, los demás saldrían en tiempo finito y sería el máximo siguiente, contradicción que requiere liberación, finito y ausencia de reingreso indefinido.",eb4b6a2508b7534f2991061a3546251a5a32121559cda41fd8922d2f6de01417,solicitantes persistentes Mientras espera aumenta tras cruzar el propietario libera y abandona,45336edba1f6f94888ef1b64f002764ec252c815317dd2a3b1c6e8d7fd8ce63e,True,"""solicitantes persistentes Mientras espera aumenta tras cruzar el propietario libera y abandona""",solicitantes persistentes Mientras espera aumenta tras cruzar el propietario libera y abandona,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex:14:p003,Monografía: demostraciones extendidas,Potencial exacto y terminación finita,pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex,14,14,57,3,"Bajo copias coherentes, la identidad anterior hace a un potencial exacto. La finitud del espacio acota todo camino de mejoras estrictas por cambios; si el camino es maximal, su perfil terminal es Nash. Con copias obsoletas, el pago puede usar un término vecinal distinto del incluido en ; esa pérdida de identidad queda fuera del teorema de terminación.",dc3e1673179ff7d2879e76331a212783a2c3d9d352d7c1eff97bfd71bd4f2cfd,copias obsoletas el pago puede usar un término vecinal distinto del incluido,2fea1329f1d6fe5f8d6b40f0354aacaf142980b1bf85a95778f83e54629e3a65,True,"""copias obsoletas el pago puede usar un término vecinal distinto del incluido""",copias obsoletas el pago puede usar un término vecinal distinto del incluido,ORIGINAL
pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex:18:p004,Monografía: demostraciones extendidas,Imposibilidad bajo partición permanente,pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex,18,18,122,6,"Sean las instancias del enunciado y la componente cuyo historial observable es idéntico. El determinismo y la dependencia exclusiva de ese historial obligan al algoritmo a producir la misma salida local en en ambas instancias. Las proyecciones disjuntas de los conjuntos de óptimos implican que esa salida no puede pertenecer a un óptimo global de las dos; falla al menos en una. Si el predicado de interacción remota toma valores distintos, la misma indistinguibilidad obliga a emitir una detección igual y, por tanto, errónea en una instancia. Una realización concreta usa dos rutas locales de igual coste y una coalición remota : en , y ; en se intercambian. La optimalidad puede recuperarse en clases restringidas que excluyan ese par o compartan los términos remotos.",056fe6b090f3d8a54d243a979383bb04b99dd2c0a6bed202e459299c9d4ca1a8,optimalidad puede recuperarse en clases restringidas que excluyan ese par o compartan,1fd8a07520e8bfafdfa2eb2732e280e89ccf189c9f7e745249ab42038a2c9820,True,"""optimalidad puede recuperarse en clases restringidas que excluyan ese par o compartan""",optimalidad puede recuperarse en clases restringidas que excluyan ese par o compartan,ORIGINAL
