candidate_id,title,authors,year,venue,doi,document_type,provenance,provenance_sources,provenance_queries,screening_decision,fulltext_status,fulltext_identity_status,evidence_status,wos_ut,seed_role,v3_screening_status,v3_allowed_use
C1CAEB733F776,AI-Driven Decision Support Systems for Sustainable Environmental Management,Abdelmalek Hamada; Damla Karagözlü; Labaran Isiaku,2026,Signals and communication technology,10.1007/978-3-031-89700-9_4,book-chapter,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE5C23288CB6E,Enricher: An Edge-Based QoS Optimization Framework for Vertical Apps Over 5G via Network-Exposed APIs,Vincent Charpentier; Alessandro Calvio; Andreas Gavrielides; Miguel Camelo; Johann M. Márquez-Barja; Nina Slamnik–Kriještorac,2026,IEEE Open Journal of the Communications Society,10.1109/ojcoms.2026.3711428,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0ABBE72EDF94,Code generation for solving and differentiating through convex optimization problems,Maximilian Schaller; Stephen Boyd,2025,Optimization and Engineering,10.1007/s11081-025-10057-2,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8C05BF14D71F,Multi-Agent Resource Orchestration Based on D3QN for Network Slicing in 5G Edge-Cloud Networks,Xingqi Wu; Junaid Farooq; Juntao Chen,2025,IEEE Transactions on Network and Service Management,10.1109/tnsm.2025.3643340,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C17B3A45AD036,Multi-Agent Interior-Point Policy Optimization Algorithm for Multi-Objective Resource Allocation Problem,Shuo Sun; Xuesi Zhao; Yangchen Li; Yu Jie Chen; Tao Yang,2025,,10.1109/iai68403.2025.11276933,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CAF9CB44F6153,Private Distributed Resource Allocation Without Constraint Violations,Changxin Liu; Rui Huang; Eric Shi; Wenli Du,2025,IEEE Transactions on Control of Network Systems,10.1109/tcns.2025.3597220,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE0F480FDB59A,Dynamic Multiresource Fair Allocation With Time Discount Utility,Bin Deng; Weidong Li,2025,IEEE Transactions on Parallel and Distributed Systems,10.1109/tpds.2025.3594741,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C2A72AF8C15E5,Slice-on-the-Fly: AI-based Network Slicing in O-RAN for Dynamic Traffic Demands,Adhwaa Alchaab; Ayman Younis; Dario Pompili,2025,,10.1109/wowmom65615.2025.00020,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCDDF94E07871,Distributed Resourse Allocation via Active Disturbance Rejection Control: A Nabla Fractional Design,Yikun Zeng; Shuaiyu Zhou; Xintong Ni; Yiheng Wei,2025,,10.1109/ccdc65474.2025.11090847,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6D9B378C709F,Machine Learning-Based Optimization for 5G Resource Allocation Using Classification and Regression Techniques,E. V. N. Jyothi; Jaibir Singh; Suman Rani; Anupama Reddy; V. Thirupathi; Janardhan Reddy D; M Bhavsingh,2025,International Journal of Computational and Experimental Science and Engineering,10.22399/ijcesen.1657,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF95EFDA3DFE8,MADDPG-M&L: UAV-Assisted Joint User Association and Slicing Resource Allocation in HetNets,Geng Chen; Fang Sun; H. Liang; Qingtian Zeng; Yudong Zhang,2025,IEEE Transactions on Network Science and Engineering,10.1109/tnse.2025.3554991,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF09E1EE9392B,Efficient Deep Reinforcement Learning-Based Resource Allocation for Cloud Native Wireless Network,Lin Wang; Jiasheng Wu; Jingjing Zhang; Yue Gao,2025,IEEE Transactions on Green Communications and Networking,10.1109/tgcn.2025.3550599,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD4574A06FE4E,Net-Zero Radio: Beyond Low-Power Consumption,Kenneth Kin-Fai Tong; Lai Bun Lok,2025,,10.1007/978-3-031-84483-6_199,book-chapter,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6C921A2184E8,CFAlignNet: Knowledge-Enhanced Coarse-Fine Cross-modal Alignment for Long-term Network Traffic Forecasting,Aifu Han; Zifeng Ye; Yang Zhou; Xiaoxia Huang,2025,SSRN Electronic Journal,10.2139/ssrn.5650682,preprint,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C5B078478EA61,Resource Allocation in 5G NR Networks via Hybrid Lyrebird‐Red Panda Optimization Model,Jyoti; Amandeep Noliya; Dharmender Kumar,2024,International Journal of Communication Systems,10.1002/dac.6089,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC4C3247907FE,Differentially Private and Truthful Reverse Auction With Dynamic Resource Provisioning for VNFI Procurement in NFV Markets,Xueyi Wang; Xingwei Wang; Zhitong Wang; Rongfei Zeng; Ruiyun Yu; Qiang He; Min Huang,2024,IEEE Transactions on Cloud Computing,10.1109/tcc.2024.3522963,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C32B15A826F4E,Multi-Agent Distributed Decentralized Dynamic Resource Orchestration in 5G Edge-Cloud Networks,Xingqi We; Junaid Farooq; Juntao Chen,2024,,10.1109/cloudnet62863.2024.10815780,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C93616A0F13B6,Construction and Application of a Private 5G Standalone Medical Network in a Smart Health Environment: Exploratory Practice From China,Baozhan Chen; Xiaobing Shi; Tianyi Feng; Shuai Jiang; Yunkai Zhai; Min Ren; Dongqing Liu; Chengzeng Wang; Jinghong Gao,2024,Journal of Medical Internet Research,10.2196/52404,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE0DF7FD6AE7C,Fairness of Equilibrium in Proportional Sharing Mechanisms with Bid Costs,Li Zhang; Sanjiv Kapoor,2024,,10.1109/allerton63246.2024.10735308,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C804ACDF1EB95,Let Robots Watch Grass Grow: Optimal Task Assignment for Automatic Plant Factory,Zhengzhe Xiang; Xizi Xue; Yuanyi Chen; Schahram Dustdar; Minyi Guo,2024,IEEE Transactions on Sustainable Computing,10.1109/tsusc.2024.3462447,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC9DC5C19F026,Efficient Slice Reconfiguration for 6G Networks with Guaranteed QoS and Reduced OPEX,Haotong Cao; Zhi Lin; Kai Sun; Chenjing Tian; Kang An; Hongbo Zhu,2024,,10.1109/iccc62479.2024.10681774,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C768806C32859,Dynamic and efficient resource allocation for 5G end‐to‐end network slicing: A multi‐agent deep reinforcement learning approach,Muhammad Asim Ejaz; Guowei Wu; Tahir Iqbal,2024,International Journal of Communication Systems,10.1002/dac.5916,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C3CD7D8F163E4,Distributed Resources Allocation Method for Space–Ground Integrated Mobile Communication System,Tingyin Zhao; Zhidu Li,2024,Sensors,10.3390/s24144711,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C48E5AD58A8E6,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C70AAE1102C42,Coordinated multi-robot exploration,Wolfram Burgard; Mark Moors; Cyrill Stachniss; Frank Schneider,2005,IEEE Transactions on Robotics,10.1109/tro.2004.839232,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6BA915819895,An orthogonal genetic algorithm with quantization for global numerical optimization,Yiu-Wing Leung; Yuping Wang,2001,IEEE Transactions on Evolutionary Computation,10.1109/4235.910464,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CCC6D1CA8B7B7,Robot exploration with combinatorial auctions,M. Berhault; Huili Huang; Pınar Keskinocak; Sven Koenig; Wedad Elmaghraby; Paul M. Griffin; Anton J. Kleywegt,2004,,10.1109/iros.2003.1248932,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD;SB_B_C75DFD0C9D1EF,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC1B056FDA93E,Task Allocation in the RoboCup Rescue Simulation Domain: A Short Note,Ranjit Nair; Takayuki Itō; Milind Tambe; Stacy Marsella,2002,Lecture notes in computer science,10.1007/3-540-45603-1_129,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,maybe_fulltext,acquired_pdf,identity_verified_title,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF6A1A9BF3692,Contract type sequencing for reallocative negotiation,Martin Andersson; Tüomas Sandholm,2002,,10.1109/icdcs.2000.840917,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD;SB_B_CD617355078E3,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C4C386447C014,A Distributed Multi-robot Cooperation Framework for Real Time Task Achievement,Sanem Sarıel; Tucker Balch,2007,,10.1007/4-431-35881-1_19,book-chapter,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF396DDF61258,Multi-robot task allocation for exploration,Gao Ping-an; Zixing Cai,2006,Journal of Central South University of Technology,10.1007/s11771-006-0085-6,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC1D67BBE1EA7,,,,Digital Academic REpository of VU University Amsterdam (Vrije Universiteit Amsterdam),,other,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CBD628542405F,Auction algorithm sensitivity for multi-robot task allocation,Katie Clinch; Tony A. Wood; Chris Manzie,2023,Automatica,10.1016/j.automatica.2023.111239,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CEDB43C31AD9B,Comparative Analysis of Various Optimization Techniques for Solving Multi-Robot Task Allocation Problem,Mohamed Shelkamy; Catherine M. Elias; Dalia M. Mahfouz; Omar M. Shehata,2020,2020 2nd Novel Intelligent and Leading Emerging Sciences Conference (NILES),10.1109/niles50944.2020.9257967,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD06CA60747BD,Decentralized Task Allocation in Multi-Agent Systems Using a Decentralized Genetic Algorithm,Ruchir Patel; Eliot Rudnick-Cohen; Shapour Azarm; Michael Otte; Huan Xu; Jeffrey W. Herrmann,2020,,10.1109/icra40945.2020.9197314,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CF80C6C6B0897,A Hybrid Method for Distributed Multi-Agent Mission Planning System,Nicholas S Schultz,2020,Figshare,10.25394/pgs.12174708.v1,dissertation,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C0F9A7E459B21,"Automated guided vehicle systems, state-of-the-art control algorithms and techniques",Matthias De Ryck; Mark Versteyhe; Frederik Debrouwere,2019,Journal of Manufacturing Systems,10.1016/j.jmsy.2019.12.002,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C45A4123F9225,A new Robust Heterogeneous Multi-Robot Approach Based on Cloud for Task Allocation,Youssef Msala; Mohamed Hamlich; Ahmed Mouchtachi,2019,,10.1109/icoa.2019.8727618,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC67A15DF7F95,Alocação de tarefas para a coordenação de robôs heterogêneos aplicados a agricultura de precisão,Eduardo Sacogne Fraccaroli,2018,,10.11606/t.55.2018.tde-24072018-145007,dissertation,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C271518D79D52,Onboard mission allocation for multi-satellite system in limited communication environment,Zixuan Zheng; Jian Guo; Eberhard Gill,2018,Aerospace Science and Technology,10.1016/j.ast.2018.05.022,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C4E178C69FD33,Modeling the hierarchical control system for a group of ground-based robotic tools,МГТУ им. Н.Э. Баумана; В. А. Алексеев; Dmitriy Iakovlev; МГТУ им. Н.Э. Баумана; Alexander Tachkov; МГТУ им. Н.Э. Баумана,2018,Engineering Journal Science and Innovation,10.18698/2308-6033-2018-4-1754,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CAE200FE8F08F,Planning the flight routes of the unmanned aerial vehicle by solving the travelling salesman problem,Vladimir Vorotnikov; Igor Gumenyuk; Pavlo Pozdniakov,2017,Technology audit and production reserves,10.15587/2312-8372.2017.108537,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CB2007C02FF0E,An Efficient Stochastic Clustering Auction for Heterogeneous Robotic Collaborative Teams,Kai Zhang; Emmanuel G. Collins; Adrian Barbu,2013,Journal of Intelligent & Robotic Systems,10.1007/s10846-012-9800-8,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,maybe_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C837676A23A58,Employing Multiple Unmanned Aerial Vehicles for Co-Operative Path Planning,Durdana Habib; Habibullah Jamal; Shoab Ahmed Khan,2013,International Journal of Advanced Robotic Systems,10.5772/56286,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CFAAB1570281C,A Bio-inspired Approach to Self-organization of Mobile Nodes in Real-Time Mobile Ad Hoc Network Applications,Cem Şahin; Elkin Urrea; M. Ümit Uyar; Stephen Gundry,2011,,10.1007/978-3-642-23424-8_14,book-chapter,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C93733AF83F9A,Collaborative path planning for multiple Unmanned Aerial Vehicles in dynamic environments,Durdana Habib; Shoab Ahmed Khan; Habibullah Jamal,2011,,10.1109/icspcc.2011.6061779,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C26AABDBE0534,Algorithm for Dynamic Robot Trajectory Planning Based on Semantic Object Detection Using a Mivar Expert System,Shen Qiujie; Gong Shengshuo; Anton Kotsenko; О. О. Варламов,2025,,10.1109/reepe63962.2025.10971158,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C069EDEB14F84,Heterogeneous Multi-Robot Cooperation With Asynchronous Multi-Agent Reinforcement Learning,Han Zhang; Xiaohui Zhang; Zhao Feng; Xiaohui Xiao,2023,IEEE Robotics and Automation Letters,10.1109/lra.2023.3328448,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C324C9C51F49D,A New Generation of Rules-based Approach: Mivar-based Intelligent Planning of Robot Actions (MIPRA) and Brains for Autonomous Robots,О.О. Варламов; D V Aladin,2024,Machine Intelligence Research,10.1007/s11633-023-1473-1,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CE461202FD519,Wind turbine fault diagnosis based on a mivar expert system,Dou Linghan; Gong Shengshuo; Shen Qiujie; О.О. Варламов,2025,E3S Web of Conferences,10.1051/e3sconf/202564600034,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD7928D524030,Route planning of autonomous robots in three-dimensional logic space using mivar technologies,Anton Kotsenko; Aleksandr Andreev; R. Young Chul Kim; Anastasiia Bazanova; D V Aladin; David Todua; Aleksei Marushchenko; О. О. Варламов,2024,E3S Web of Conferences,10.1051/e3sconf/202451504018,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD2C6E88CE7CC,Mivar-based route planning simulation model for obstacle-aware autonomous agricultural machinery,Anton Kotsenko; О. О. Варламов; А.Н. Денисов; Alexander Matsnev; Boris S. Goryachkin,2024,BIO Web of Conferences,10.1051/bioconf/202413008031,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD003FC13E139,A market based distributed cooperation mechanism in a multi-robot transportation problem,Ghader Simzan; Adel Akbarimajd; Mahrokh Khosravani,2011,,10.1109/isda.2011.6121621,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C043C259E63AE,Creating a “Logical intelligent plant care system” in digital agriculture based on Mivar approach,D V Aladin; E V Aladina; D A Chuvikov; О. О. Варламов; L E Adamova,2022,IOP Conference Series Earth and Environmental Science,10.1088/1755-1315/954/1/012004,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C2A4C241C5C92,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CB326B289544C,"Coordination Variables, Coordination Functions, and Cooperative Timing Missions",Timothy W. McLain; Randal W. Beard,2005,Journal of Guidance Control and Dynamics,10.2514/1.5791,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6026EDFF698B,Multi-Task Allocation and Path Planning for Cooperating UAVs,John Bellingham; Michael Tillerson; Arthur Richards; Jonathan P. How,2003,Cooperative systems,10.1007/978-1-4757-3758-5_2,book-chapter,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,include_fulltext,acquired_html,identity_verified_doi,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CD3D298B8B129,Cooperative real-time search and task allocation in UAV teams,Yan Jin; Ali A. Minai; Marios M. Polycarpou,2004,,10.1109/cdc.2003.1272527,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,include_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C609DCCDCC7C6,Real-Time Multi-UAV Task Assignment in Dynamic and Uncertain Environments,Jonathan P. How; Luca F. Bertuccelli; Han‐Lim Choi; Peter Cho,2009,DSpace@MIT (Massachusetts Institute of Technology),,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CBD12A90139B3,A robust approach to the UAV task assignment problem,Mehdi Alighanbari; Jonathan P. How,2007,International Journal of Robust and Nonlinear Control,10.1002/rnc.1268,article,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C50DD64D302E1,Simultaneous Area Search and Task Assignment for a Team of Cooperative Agents,J. Willard Curtis; Robert Murphey,2003,"AIAA Guidance, Navigation, and Control Conference and Exhibit",10.2514/6.2003-5584,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CC9C0D4E00482,UAV team decision and control using efficient collaborative estimation,Tal Shima; Steven J. Rasmussen; Phillip Chandler,2005,,10.1109/acc.2005.1470621,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C8CB2CFF14914,Task allocation for wide area search munitions,Corey Schumacher; Phillip Chandler; Steven Rasmussen,2002,,10.1109/acc.2002.1023915,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,maybe_fulltext,unavailable_legally,not_applicable,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
CAFB9F2A56C00,Distributed algorithms for dynamic reassigment,David A. Castañón; Chuan Wu,2004,,10.1109/cdc.2003.1272528,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
C6E5587B8F4C1,A receding horizon approach for solving some cooperative control problems,Christos G. Cassandras; Wei Li,2004,,10.1109/cdc.2002.1184949,conference-paper,openalex;openalex_snowball;stage1c_recall,openalex;openalex_snowball;stage1c_recall,SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,exclude,,,not_evidence,,exploratory_prior_campaign,not_screened,discovery_only_until_v3_review
