review_id,source_result_id,source_sha256,corpus,spine_role,review_scope,verdict,action_priority,statement_path,statement_line,proof_path,proof_line,code_paths,test_paths,test_result,assumption_or_condition_presence,domain_and_units,duplicate_status,counterexample_or_gap,promotion_condition
PAPER-TRIAGE-0106,PAPER-FR-0106-th:multiclase,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_multiclase.tex,38,paper/sec_multiclase.tex,51,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0107,PAPER-FR-0107-co:admision,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_multiclase.tex,91,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0108,PAPER-FR-0108-pr:rondas-color,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_multiclase.tex,173,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0109,PAPER-FR-0109-pr:arrendamiento,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_multiclase.tex,269,paper/sec_multiclase.tex,279,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0110,PAPER-FR-0110-pr:exclusion-no-vivacidad,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_multiclase.tex,287,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0111,PAPER-FR-0111-th:ciclo-espera,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_multiclase.tex,296,paper/sec_multiclase.tex,305,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0112,PAPER-FR-0112-pr:potencial-afin-ponderado,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_multiclase.tex,326,paper/sec_multiclase.tex,340,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0113,PAPER-FR-0113-le:minkowski,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_multiclase.tex,364,paper/sec_multiclase.tex,375,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0114,PAPER-FR-0114-pr:certificado-despeje,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_multiclase.tex,381,paper/sec_multiclase.tex,391,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0115,PAPER-FR-0115-le:caminos-independientes,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_multiclase.tex,410,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0116,PAPER-FR-0116-pr:prioridad-incompleta,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_multiclase.tex,419,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0117,PAPER-FR-0117-th:N-precios,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_nucleo.tex,55,paper/sec_nucleo.tex,68,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0118,PAPER-FR-0118-th:N-ventana,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_nucleo.tex,74,paper/sec_nucleo.tex,83,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0119,PAPER-FR-0119-th:N-logit,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_nucleo.tex,93,paper/sec_nucleo.tex,105,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0120,PAPER-FR-0120-th:N-ciervo,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_nucleo.tex,116,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0121,PAPER-FR-0121-th:N-nucleo,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_nucleo.tex,142,paper/sec_nucleo.tex,150,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0122,PAPER-FR-0122-th:N-prima,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_nucleo.tex,161,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0123,PAPER-FR-0123-pr:caudal,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-MEDIUM,paper/sec_operacion.tex,25,paper/sec_operacion.tex,35,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0124,PAPER-FR-0124-pr:sesgo,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_operacion.tex,121,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0125,PAPER-FR-0125-pr:ocupacion-absorbente,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_operacion.tex,172,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0126,PAPER-FR-0126-pr:bateria,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_operacion.tex,244,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0127,PAPER-FR-0127-th:gibbs,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_operacion.tex,386,paper/sec_operacion.tex,402,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0128,PAPER-FR-0128-pr:nash-perturbado,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_operacion.tex,462,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0129,PAPER-FR-0129-th:maxweight,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_operacion.tex,581,paper/sec_operacion.tex,598,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0130,PAPER-FR-0130-pr:imposibilidad-fisica,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_operacion.tex,606,paper/sec_operacion.tex,615,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0131,PAPER-FR-0131-th:icr-comun,ff489ddd8f59c021dae8dc8a8bd732e0e22dcc5b3815149643efd8b43cf8ea78,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_robotica.tex,80,paper/sec_robotica.tex,95,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0132,PAPER-FR-0132-pr:caza-ciervo,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,21,paper/sec_standby.tex,30,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0133,PAPER-FR-0133-pr:nucleo,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_standby.tex,118,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0134,PAPER-FR-0134-pr:nucleo-divisible,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,141,paper/sec_standby.tex,150,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0135,PAPER-FR-0135-th:subprovision,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,377,paper/sec_standby.tex,396,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0136,PAPER-FR-0136-th:prima,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,435,paper/sec_standby.tex,451,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0137,PAPER-FR-0137-pr:factorizada,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,589,paper/sec_standby.tex,598,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0138,PAPER-FR-0138-th:potencia,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_standby.tex,656,paper/sec_standby.tex,670,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0139,PAPER-FR-0139-pr:ascenso,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_standby.tex,692,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_NOT_DETECTED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; no lexical condition marker in statement span,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0140,PAPER-FR-0140-th:conmutada,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_topologia.tex,25,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0141,PAPER-FR-0141-th:topologia-garantizada,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_topologia.tex,65,paper/sec_topologia.tex,75,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0142,PAPER-FR-0142-pr:compatibilidad,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-LOW,paper/sec_topologia.tex,93,paper/sec_topologia.tex,107,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,Nearby proof environment detected but not read semantically; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
PAPER-TRIAGE-0143,PAPER-FR-0143-co:precio-conectividad,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,paper,Other paper formal result,STRUCTURAL_TRIAGE_ONLY,CONJECTURE,HOLD-HIGH,paper/sec_topologia.tex,123,,,,,NOT_RUN_FOR_THIS_RESULT,LEXICAL_MARKER_YES_NOT_AUDITED,NOT_AUDITED,UNIQUE_FORMAL_LABEL_IN_PAPER_INVENTORY,No nearby proof environment detected by the lexical inventory; lexical condition marker present but completeness not audited,"Full semantic audit of assumptions, domain, units, proof, dependencies, counterexamples and claim/evidence link."
